,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),exit_reason,action
272,3.487,3.52,3.53497849640244,3.6056455698956063,3.447,1,3.449,623591.0,3.6321600000000056,0,0,go_short,3.51340000000002,3.5091428571428307,go_short,roi,go_short
273,3.136,3.182,3.1752572249189126,3.2171347105104813,3.127,1,3.172,229532.0,3.1610000000000054,0,0,go_short,3.1602000000000188,3.1689999999999743,go_short,roi,go_short
274,3.175,3.193,3.217128855204373,3.2496969307554333,3.139,1,3.142,622947.0,3.259840000000005,0,0,go_short,3.187200000000018,3.2075714285714017,go_short,roi,go_short
275,3.635,3.652,3.593311831223935,3.580009864608088,3.626,0,3.63,166538.0,3.577680000000006,0,0,go_short,3.607800000000025,3.593285714285688,go_short,roi,go_short
276,3.635,3.645,3.630883245963344,3.6266982470184304,3.634,0,3.642,162558.0,3.639080000000005,0,0,go_short,3.633600000000026,3.626857142857116,go_short,roi,go_short
277,3.591,3.596,3.6035923171946456,3.612097713158773,3.5700000000000003,1,3.577,105696.0,3.616160000000005,0,0,go_short,3.5968000000000275,3.600571428571401,go_short,roi,go_short
278,3.568,3.579,3.560756973661493,3.571806962591471,3.568,0,3.5700000000000003,155958.0,3.5690000000000066,0,0,go_short,3.555600000000028,3.5511428571428305,go_short,roi,go_short
279,3.525,3.556,3.5415190005384614,3.571598827243106,3.523,0,3.548,102411.0,3.564960000000007,0,0,go_short,3.5332000000000248,3.5354285714285427,go_short,roi,go_short
280,3.497,3.498,3.492757269171104,3.5087927781661685,3.48,1,3.48,67859.0,3.506560000000005,0,0,go_short,3.4894000000000256,3.489285714285685,go_short,roi,go_short
281,3.455,3.46,3.447211494730644,3.457394137848736,3.443,1,3.458,62476.0,3.452040000000005,0,0,go_short,3.4526000000000265,3.4495714285714,go_short,roi,go_short
282,3.422,3.449,3.419931198866606,3.426559558475021,3.4130000000000003,0,3.44,167381.0,3.4264400000000057,0,0,go_short,3.423600000000022,3.4148571428571164,go_short,roi,go_short
283,3.478,3.486,3.474622708791847,3.481388756795264,3.465,0,3.483,73200.0,3.4780400000000053,0,0,go_short,3.4722000000000235,3.473857142857116,go_short,roi,go_short
284,3.433,3.438,3.4432330357289955,3.452788797750233,3.402,1,3.4130000000000003,169283.0,3.453760000000003,0,0,go_short,3.4404000000000217,3.443857142857116,go_short,roi,go_short
285,3.392,3.396,3.401292007947036,3.4183092232693544,3.331,1,3.351,499969.0,3.4263200000000045,0,0,go_short,3.389600000000024,3.3969999999999736,go_short,roi,go_short
286,3.341,3.351,3.3788281193824683,3.3981533740323147,3.32,1,3.342,280055.0,3.3934400000000067,0,0,go_short,3.366200000000019,3.375857142857115,go_short,roi,go_short
287,3.333,3.374,3.345551859214589,3.352627823061136,3.33,0,3.367,116010.0,3.3485600000000044,0,0,go_short,3.33640000000002,3.343428571428543,go_short,roi,go_short
288,3.36,3.362,3.3491410899257463,3.352395005521717,3.344,0,3.344,45573.0,3.357120000000004,0,0,go_short,3.34400000000002,3.346571428571402,go_short,roi,go_short
289,3.37,3.373,3.3778103092611937,3.378125318017266,3.361,1,3.367,49636.0,3.386480000000006,0,0,go_short,3.3726000000000185,3.3765714285714026,go_short,roi,go_short
290,3.219,3.225,3.270270559692789,3.3068745304311,3.209,1,3.222,119051.0,3.3220400000000048,0,0,go_short,3.240000000000017,3.2504285714285457,go_short,roi,go_short
291,3.069,3.097,3.119392435121746,3.1795995136032498,3.067,0,3.092,177384.0,3.187600000000005,0,0,go_short,3.0864000000000185,3.0925714285714028,go_short,roi,go_short
292,3.08,3.087,3.071527264013224,3.0982016068060614,3.053,1,3.053,168624.0,3.0814400000000046,0,0,go_short,3.063200000000019,3.0655714285714035,go_short,roi,go_short
293,3.009,3.016,3.004970697110972,3.0201983940611328,3.003,0,3.015,82162.0,3.0215600000000022,0,0,go_short,3.0070000000000188,3.0052857142856886,go_short,roi,go_short
294,3.127,3.14,3.1364640054219595,3.1194739113574554,3.118,1,3.126,134372.0,3.128280000000005,0,0,go_short,3.14320000000002,3.144714285714261,go_short,roi,go_short
295,3.101,3.102,3.101792727410838,3.104518957324131,3.082,1,3.084,49764.0,3.1083200000000044,0,0,go_short,3.101200000000019,3.1032857142856893,go_short,roi,go_short
296,3.087,3.093,3.1173775157754964,3.1449923922196508,3.05,1,3.052,283705.0,3.1519600000000088,0,0,go_short,3.088000000000024,3.099857142857119,go_short,roi,go_short
297,3.259,3.28,3.341450991887154,3.450560897486761,3.252,0,3.279,109828.0,3.5167600000000063,0,0,go_short,3.2816000000000214,3.276428571428547,go_short,roi,go_short
298,3.247,3.255,3.263581367583111,3.2752178027022785,3.247,1,3.252,33510.0,3.274360000000008,0,0,go_short,3.257000000000022,3.2622857142856883,go_short,roi,go_short
299,3.179,3.182,3.198153124960078,3.224772155063264,3.153,1,3.159,158302.0,3.2322800000000083,0,0,go_short,3.176400000000021,3.1809999999999734,go_short,roi,go_short
300,3.781,3.782,3.8383821253156127,3.914522835745673,3.724,1,3.727,750658.0,3.864840000000005,0,0,go_short,3.805000000000019,3.835571428571399,go_short,roi,go_short
301,3.157,3.165,3.1525418138818364,3.172340405712492,3.138,0,3.14,75599.0,3.165760000000009,0,0,go_short,3.1426000000000225,3.144714285714259,go_short,roi,go_short
302,3.832,3.841,4.003516406365639,4.211165920306491,3.778,0,3.823,534904.0,4.278000000000005,0,0,go_short,3.814000000000019,3.8598571428571153,go_short,roi,go_short
303,4.709,4.71,4.72082568278048,4.735566466171088,4.675,1,4.688,272028.0,4.735720000000003,0,0,go_short,4.71940000000002,4.72114285714283,go_short,roi,go_short
304,4.709,4.716,4.674909858376932,4.68799342971628,4.69,0,4.706,144327.0,4.650680000000003,0,0,go_short,4.685199999999993,4.678285714285707,go_short,roi,go_short
305,4.748,4.748,4.765035652893333,4.794001149801591,4.664,1,4.675,484943.0,4.801039999999999,0,0,go_short,4.74459999999999,4.756714285714277,go_short,roi,go_short
306,4.7,4.7,4.702041112650437,4.711532957247267,4.643,1,4.659,252268.0,4.710079999999998,0,0,go_short,4.689399999999991,4.69857142857142,go_short,roi,go_short
307,4.771,4.808,4.790025862693943,4.790746500388395,4.721,1,4.726,416452.0,4.784399999999999,0,0,go_short,4.8015999999999925,4.815714285714278,go_short,roi,go_short
308,4.332,4.349,4.3972500659298905,4.522453278589706,4.289,0,4.309,425818.0,4.58144,1,0,go_short,4.349999999999993,4.309714285714278,go_short,roi,go_short
309,4.866,4.875,4.911836781184068,4.927177797867529,4.834,1,4.842,302669.0,4.93968,0,0,go_short,4.880999999999993,4.903285714285708,go_short,roi,go_short
310,4.821,4.823,4.826651412376136,4.834152763460204,4.806,1,4.82,75909.0,4.83288,1,0,go_short,4.8263999999999925,4.825142857142855,go_short,roi,go_short
311,4.861,4.861,4.845511535911026,4.824919337812522,4.836,1,4.846,91019.0,4.811359999999999,0,0,go_short,4.852199999999994,4.860857142857138,go_short,roi,go_short
312,5.041,5.046,4.993066140011844,4.973690544048022,5.013,1,5.023,175292.0,4.970079999999999,1,0,go_short,5.015599999999994,5.002142857142853,go_short,roi,go_short
313,5.059,5.078,5.105689937752468,5.118964143411038,5.001,1,5.026,616631.0,5.134920000000001,0,0,go_short,5.111199999999993,5.103285714285712,go_short,roi,go_short
314,5.012,5.027,5.039291460564301,5.057053395460088,4.943,1,4.949,581593.0,5.05032,0,0,go_short,5.025199999999991,5.042857142857138,go_short,roi,go_short
315,4.838,4.872,4.869626092920612,4.897778558754016,4.779,1,4.792,335597.0,4.8828000000000005,0,0,go_short,4.856999999999992,4.871285714285706,go_short,roi,go_short
316,4.745,4.779,4.871560286692587,4.905908957931685,4.715,1,4.733,585263.0,4.9352800000000006,0,0,go_short,4.812199999999992,4.855857142857132,go_short,roi,go_short
317,4.523,4.543,4.579241321777343,4.641266857517733,4.459,1,4.473,449997.0,4.607959999999999,0,0,go_short,4.568599999999991,4.58099999999999,go_short,roi,go_short
318,4.428,4.471,4.499288945136196,4.489313948180871,4.423,1,4.444,284231.0,4.481479999999998,0,0,go_short,4.500999999999992,4.532285714285704,go_short,roi,go_short
319,4.358,4.407,4.424648194222309,4.468030612445438,4.326,1,4.328,438222.0,4.464959999999999,0,0,go_short,4.399399999999995,4.4224285714285605,go_short,roi,go_short
320,4.282,4.284,4.24671025920567,4.272262482910067,4.206,1,4.222,277285.0,4.24568,1,0,go_short,4.257399999999995,4.2355714285714186,go_short,roi,go_short
321,4.187,4.196,4.243512481594392,4.268306782013698,4.111,1,4.122,662883.0,4.281639999999999,0,0,go_short,4.211199999999996,4.229142857142846,go_short,roi,go_short
322,4.243,4.245,4.18728334528821,4.210409029908825,4.195,1,4.196,466606.0,4.185120000000001,0,0,go_short,4.201799999999999,4.191714285714276,go_short,roi,go_short
323,5.63,5.635,5.639523425593326,5.630492027745353,5.474,1,5.482,727752.0,5.635640000000006,0,0,go_short,5.632600000000015,5.638857142857138,go_short,roi,go_short
324,5.361,5.418,5.491527111432327,5.521268905337091,5.316,1,5.418,911395.0,5.511080000000009,0,0,go_short,5.439200000000016,5.477142857142851,go_short,roi,go_short
325,5.155,5.156,5.23377664607649,5.321300628841877,5.1,1,5.125,483039.0,5.353160000000008,0,0,go_short,5.191200000000016,5.2095714285714205,go_short,roi,go_short
326,4.994,5.007,5.0157659903929055,5.052413699660989,4.965,1,4.98,146057.0,5.031040000000007,0,0,go_short,5.010200000000018,5.021999999999992,go_short,roi,go_short
327,4.858,4.862,4.925563630711912,4.949955181057375,4.84,1,4.84,220241.0,4.975960000000008,0,0,go_short,4.882400000000013,4.912999999999989,go_short,roi,go_short
328,4.673,4.674,4.708221027930858,4.755402137320589,4.62,1,4.645,362842.0,4.754920000000004,0,0,go_short,4.681200000000015,4.696857142857128,go_short,roi,go_short
329,4.605,4.628,4.648988377011322,4.683963659516554,4.592,0,4.613,163488.0,4.697480000000006,0,0,go_short,4.617000000000016,4.618142857142841,go_short,roi,go_short
330,4.739,4.742,4.728525064039151,4.723434377170024,4.703,1,4.704,135609.0,4.699840000000005,0,0,go_short,4.743800000000019,4.748571428571405,go_short,roi,go_short
331,4.746,4.765,4.734262088933745,4.749506753185149,4.738,0,4.748,121284.0,4.746000000000004,0,0,go_short,4.733600000000021,4.726999999999978,go_short,roi,go_short
332,4.796,4.823,4.799418436861984,4.7888551309849,4.788,1,4.807,161476.0,4.7890800000000056,0,0,go_short,4.80300000000002,4.802428571428545,go_short,roi,go_short
333,4.46,4.461,4.49563711765176,4.55874312122083,4.425,1,4.432,195563.0,4.572440000000005,0,0,go_short,4.454000000000019,4.4721428571428286,go_short,roi,go_short
334,4.816,4.8260000000000005,4.860034250166599,4.881667672833082,4.744,1,4.772,819505.0,4.898400000000002,0,0,go_short,4.824399999999992,4.844999999999994,go_short,roi,go_short
335,4.796,4.8,4.820764762009839,4.848612097407046,4.755,1,4.757,46287.4,4.840080000000022,0,0,go_short,4.79719999999998,4.806857142857121,go_short,roi,go_short
336,5.733,5.769,5.759271647893342,5.838713321598079,5.718,1,5.744,686390.0,5.727040000000021,0,0,go_short,5.763600000000007,5.7701428571428455,go_short,roi,go_short
337,11.366,11.41,11.382972042085491,11.382161768770828,11.354,0,11.406,69747.34,11.38348000000001,0,0,go_short,11.388000000000003,11.371285714285714,go_short,roi,go_short
338,11.341,11.354,11.327753244029408,11.344568102971571,11.305,0,11.314,131543.4,11.356800000000012,1,0,go_short,11.337000000000003,11.311857142857138,go_short,roi,go_short
339,11.816,11.851,11.847617524796211,11.89528396415651,11.775,1,11.84,125092.94,11.877840000000008,0,0,go_short,11.852200000000016,11.866571428571422,go_short,roi,go_short
340,11.936,11.951,11.929479099523576,12.1421485977857,11.832,0,11.844,239175.84,12.226080000000014,1,0,go_short,11.899600000000015,11.758142857142856,go_short,roi,go_short
341,12.376,12.379,12.268717294362386,12.279286376364176,12.277,0,12.325,221993.23,12.296560000000015,0,0,go_short,12.29980000000002,12.249428571428572,go_short,roi,go_short
342,12.706,12.787,12.849360232527571,13.086981751812928,12.608,0,12.633,212894.48,13.229800000000012,0,0,go_short,12.669000000000006,12.721285714285726,go_short,roi,go_short
343,12.273,12.408,12.49218556070136,12.506278270614624,12.261,1,12.332,305440.65,12.515320000000026,0,0,go_short,12.46060000000001,12.544571428571444,go_short,roi,go_short
344,12.194,12.204,12.276416086730944,12.375222550407733,12.076,1,12.076,331471.54,12.365560000000018,0,0,go_short,12.234000000000012,12.279285714285717,go_short,roi,go_short
345,11.721,11.852,11.86517241054112,11.990929859187936,11.703,1,11.819,120618.47,11.995840000000022,0,0,go_short,11.854800000000012,11.836571428571432,go_short,roi,go_short
346,11.925,11.947,11.997465285993949,12.0720584304898,11.83,1,11.837,184229.08,12.068280000000025,1,0,go_short,11.901200000000006,11.960000000000017,go_short,roi,go_short
347,11.672,11.707,11.722547105475073,11.818157597332972,11.602,1,11.637,150666.74,11.81668000000002,1,0,go_short,11.673200000000003,11.661000000000016,go_short,roi,go_short
348,11.627,11.641,11.69587164015451,11.72810971268725,11.473,1,11.522,394357.93,11.718480000000024,0,0,go_short,11.672400000000009,11.709000000000016,go_short,roi,go_short
349,11.022,11.082,11.162837852303928,11.280080742024744,10.947,1,11.076,470324.2,11.252920000000026,0,0,go_short,11.123000000000005,11.122571428571446,go_short,roi,go_short
350,11.096,11.11,11.172167808810803,11.22784260774134,10.948,1,10.954,229817.23,11.296560000000024,1,0,go_short,11.1108,11.125857142857155,go_short,roi,go_short
351,11.045,11.088,11.026100360770773,11.041880362649763,10.954,1,10.99,305762.0,10.977320000000026,0,0,go_short,11.0414,11.05100000000001,go_short,roi,go_short
352,11.122,11.142,11.127073512266133,11.170693342563734,10.816,1,10.866,712181.71,11.209240000000024,0,0,go_short,11.059600000000003,11.113285714285729,go_short,roi,go_short
353,11.043,11.061,11.009743623448347,11.075943766036591,11.023,0,11.044,118089.6,11.077920000000022,0,0,go_short,10.984800000000018,10.973999999999998,go_short,roi,go_short
354,11.018,11.038,11.030205094790675,11.030127307392714,10.994,1,11.022,63399.04,11.02636000000002,0,0,go_short,11.03700000000002,11.04128571428571,go_short,roi,go_short
355,11.164,11.2,11.153710043735147,11.124063327927374,11.142,0,11.199,140793.12,11.12200000000002,0,0,go_short,11.181800000000017,11.16142857142857,go_short,roi,go_short
356,10.946,11.001,10.98473001577011,11.023726450639654,10.933,1,10.945,200793.46,11.026120000000017,0,0,go_short,10.958800000000018,10.954428571428563,go_short,roi,go_short
357,10.713,10.722,10.77803336892842,10.84851465712922,10.676,0,10.708,168498.01,10.851560000000015,0,0,go_short,10.732200000000017,10.754428571428567,go_short,roi,go_short
358,10.838,10.838,10.830101206178735,10.846210092816486,10.753,1,10.794,206895.59,10.829840000000006,0,0,go_short,10.845600000000012,10.841428571428562,go_short,roi,go_short
359,10.645,10.691,10.767718623664331,10.824953155266734,10.616,1,10.664,258691.72,10.84044,0,0,go_short,10.727000000000007,10.747428571428566,go_short,roi,go_short
360,10.695,10.719,10.68096501242455,10.689066954701865,10.656,0,10.71,94003.61,10.673039999999997,0,0,go_short,10.693400000000018,10.689857142857136,go_short,roi,go_short
361,10.692,10.722,10.696117665418218,10.737081683222334,10.677,0,10.685,145067.49,10.741879999999997,0,0,go_short,10.666200000000025,10.671428571428564,go_short,roi,go_short
362,10.523,10.534,10.59710561131627,10.678436414867978,10.509,0,10.51,52071.62,10.7222,0,0,go_short,10.528600000000026,10.548999999999989,go_short,roi,go_short
363,9.14,9.236,9.531563011409268,9.94457891437619,9.07,0,9.119,465467.29,10.09132,0,0,go_short,9.068800000000026,9.278857142857133,go_short,roi,go_short
364,9.28,9.312,9.21012718730966,9.242041365044054,9.258,1,9.302,111961.53,9.19884,0,0,go_short,9.264400000000029,9.23642857142856,go_short,roi,go_short
365,9.134,9.136,9.117427339490767,9.145622467334524,9.059,1,9.066,193891.98,9.153440000000002,1,0,go_short,9.12680000000003,9.118142857142844,go_short,roi,go_short
366,11.096,11.125,11.20136056009741,11.312940847235817,11.054,0,11.089,106325.86,11.380640000000009,0,0,go_short,11.1138,11.093571428571424,go_short,roi,go_short
367,6.51,6.519,6.549139551521955,6.614531399519186,6.467,1,6.495,592409.0,6.62748000000002,0,0,go_short,6.5190000000000055,6.524571428571421,go_short,roi,go_short
368,11.221,11.224,11.239714190338582,11.291324786324788,11.154,0,11.155,105989.67,11.30792,0,0,go_short,11.209200000000004,11.222714285714284,go_short,roi,go_short
369,0.8447,0.8483,0.8472753303354459,0.8495613957797626,0.838,1,0.8479,614242.0,0.8449080000000042,0,0,go_short,0.849580000000004,0.8484714285714229,go_short,roi,go_short
370,5.303,5.311,5.360773000271875,5.481987297422702,5.249,0,5.253,900618.0,5.535960000000021,1,0,go_short,5.30420000000001,5.284571428571419,go_short,roi,go_short
371,6.06,6.072,6.093407788424111,6.110875266066032,6.02,1,6.031,633595.0,6.114600000000021,0,0,go_short,6.064599999999996,6.080285714285706,go_short,roi,go_short
372,6.041,6.054,6.045089128606724,6.03987756084359,6.005,1,6.042,300344.0,6.0368800000000205,0,0,go_short,6.0345999999999975,6.035142857142846,go_short,roi,go_short
373,7.234,7.245,7.258697109559063,7.306480555822246,7.132,1,7.133,735777.0,7.330360000000004,1,0,go_short,7.217599999999967,7.235571428571407,go_short,roi,go_short
374,6.43,6.434,6.450059694525019,6.480893440600333,6.405,1,6.411,172596.0,6.483680000000004,1,0,go_short,6.434599999999961,6.438714285714271,go_short,roi,go_short
375,0.8995000000000001,0.9007000000000001,0.883748501162672,0.8794417871830026,0.8709,1,0.8746,1861086.0,0.877828,0,0,go_short,0.8888600000000014,0.8869142857142854,go_short,roi,go_short
376,0.9622,0.9631,0.975114274185162,0.989241958931714,0.9263,1,0.9388,1652626.0,0.9940320000000008,0,0,go_short,0.9691000000000006,0.9754571428571422,go_short,roi,go_short
377,1.0954,1.0959,1.115565949919019,1.1326301703949964,1.0712,1,1.0749,908618.0,1.121536,0,0,go_short,1.1087400000000014,1.1175428571428545,go_short,roi,go_short
378,1.072,1.0786,1.0806501498989642,1.092288312565204,1.0613,1,1.0623,158882.0,1.098424,0,0,go_short,1.0700000000000016,1.0744142857142838,go_short,roi,go_short
379,0.9622,0.9627,0.9755659938487238,0.9857296791749848,0.9507,1,0.9513,318986.0,0.983828,0,0,go_short,0.9663200000000014,0.970814285714284,go_short,roi,go_short
380,1.0481,1.0487,0.9870080390528136,0.9791735130181126,0.9644,1,0.9665,3587848.0,0.9738240000000006,1,0,go_short,0.9973400000000014,0.991885714285712,go_short,roi,go_short
381,0.9222,0.9246,0.93476727124292,0.9491512652972802,0.909,1,0.9097,340471.0,0.9582000000000002,0,0,go_short,0.9248000000000014,0.925185714285712,go_short,roi,go_short
382,0.9057,0.9058,0.8932753181964614,0.8954492290304982,0.8942,1,0.895,115414.0,0.8895720000000006,0,0,go_short,0.8975400000000018,0.8956999999999974,go_short,roi,go_short
383,0.9116,0.9132,0.9129903813398428,0.9130846888908912,0.8813000000000001,1,0.8847,593364.0,0.9183000000000004,0,0,go_short,0.906580000000002,0.9125714285714264,go_short,roi,go_short
384,0.9321,0.9351,0.9361811791434366,0.9388463114628844,0.9311,0,0.9326,98012.0,0.9421280000000024,0,0,go_short,0.932940000000002,0.9341857142857092,go_short,roi,go_short
385,0.9335,0.9366,0.9384727414831854,0.9432804914469116,0.9267,1,0.9274,305552.0,0.945800000000002,0,0,go_short,0.9343400000000012,0.9375857142857084,go_short,roi,go_short
386,0.9196,0.9199,0.9214982711298324,0.9264245868255304,0.9097,1,0.9114,132577.0,0.926960000000002,0,0,go_short,0.9195800000000012,0.9196142857142796,go_short,roi,go_short
387,0.9362,0.9362,0.9459944618427518,0.9501471026399898,0.9236,1,0.9261,158166.0,0.952568000000002,0,0,go_short,0.9397200000000028,0.9446142857142782,go_short,roi,go_short
388,0.8077000000000001,0.8180000000000001,0.8426222166133708,0.8776148670680208,0.7985,0,0.8023,348196.0,0.8894760000000019,0,0,go_short,0.8006600000000029,0.8210857142857068,go_short,roi,go_short
389,0.8045,0.8105,0.8089551873336336,0.8090712686134776,0.8045,0,0.8086,55228.0,0.8085760000000021,0,0,go_short,0.8071400000000033,0.8072999999999926,go_short,roi,go_short
390,0.8169000000000001,0.8182,0.8129753376795957,0.8135430201287386,0.8077000000000001,1,0.8081,74895.0,0.8153080000000013,0,0,go_short,0.8108000000000033,0.8108714285714209,go_short,roi,go_short
391,0.7589,0.7608,0.7715877290027859,0.7870583860250024,0.7498,0,0.76,482672.0,0.7954120000000018,0,0,go_short,0.7554200000000033,0.7579428571428494,go_short,roi,go_short
392,0.647,0.6697000000000001,0.6766150152834206,0.7157785950032757,0.647,0,0.6693,304266.0,0.7279000000000017,0,0,go_short,0.6457200000000032,0.6479857142857065,go_short,roi,go_short
393,0.7027,0.7027,0.7062339241175162,0.7089379487998883,0.6984,1,0.7001000000000001,104253.0,0.7101040000000018,0,0,go_short,0.7031000000000034,0.7043285714285626,go_short,roi,go_short
394,0.6924,0.6963,0.6964387767807995,0.6988873848705003,0.686,1,0.6861,325707.0,0.702932000000002,0,0,go_short,0.6927200000000036,0.6952428571428487,go_short,roi,go_short
395,0.7505000000000001,0.7511,0.7629960877917997,0.7766404207648983,0.7439,0,0.7459,367379.0,0.7826120000000027,1,0,go_short,0.7498600000000046,0.7537857142857071,go_short,roi,go_short
396,0.7809,0.7831,0.7935325908380516,0.8100749482559441,0.7794000000000001,0,0.7813,60058.0,0.8202520000000045,0,0,go_short,0.7853400000000038,0.7855857142857088,go_short,roi,go_short
397,0.7926000000000001,0.793,0.8008891641526872,0.811164219549332,0.7832,0,0.7847000000000001,213145.0,0.8215360000000039,0,0,go_short,0.7880200000000039,0.791399999999995,go_short,roi,go_short
398,0.764,0.7665000000000001,0.7707453106354871,0.7826445843725395,0.7601,0,0.7665000000000001,125888.0,0.7812360000000044,0,0,go_short,0.766720000000004,0.7664571428571377,go_short,roi,go_short
399,0.8293,0.8311000000000001,0.830085219956096,0.834212155827027,0.8258000000000001,0,0.8265,267416.0,0.8338760000000042,1,0,go_short,0.8287200000000043,0.8271428571428514,go_short,roi,go_short
400,1.6151,1.6266,1.6555352530339544,1.6893508318619677,1.605,1,1.6095000000000002,880337.9,1.6972359999999995,0,0,go_short,1.6299799999999869,1.6408142857142842,go_short,roi,go_short
401,4.623,4.635,4.616915860736696,4.636353008746945,4.618,1,4.618,50561.0,4.633439999999999,0,0,go_short,4.620999999999997,4.6185714285714266,go_short,roi,go_short
402,4.814,4.817,4.68268873621524,4.610261218617927,4.592,1,4.655,2551955.0,4.59036,0,0,go_short,4.759199999999998,4.716714285714287,go_short,roi,go_short
403,1.2215,1.2222,1.225998186590333,1.2291467346847365,1.201,1,1.2015,628830.9,1.226428000000001,0,0,go_short,1.224239999999995,1.2271857142857183,go_short,roi,go_short
404,1.1212,1.1247,1.126418783678421,1.1491443476107992,1.1202,0,1.1233,149801.7,1.1544920000000014,0,0,go_short,1.1220399999999948,1.1216285714285754,go_short,roi,go_short
405,1.1297,1.1314,1.1487823033527031,1.1594765875443855,1.1158,1,1.1181,508947.9,1.1691960000000012,0,0,go_short,1.1362599999999947,1.141042857142861,go_short,roi,go_short
406,1.1132,1.1161,1.1200664674119392,1.1286612667007896,1.1111,0,1.1151,163822.4,1.1306680000000011,0,0,go_short,1.1158999999999946,1.1157285714285752,go_short,roi,go_short
407,1.1061,1.1119,1.1081035380044262,1.1119823464316534,1.1044,1,1.1075,143297.4,1.109036000000001,0,0,go_short,1.1084799999999946,1.1081142857142894,go_short,roi,go_short
408,1.085,1.0908,1.0956207192770184,1.0976866762830229,1.0845,1,1.0902,132885.1,1.0974960000000011,0,0,go_short,1.092999999999995,1.0964000000000038,go_short,roi,go_short
409,1.0615,1.0627,1.0713405148787465,1.0800260989920032,1.0569,0,1.0616,96195.0,1.0840000000000003,0,0,go_short,1.0639599999999951,1.066014285714289,go_short,roi,go_short
410,1.0676,1.069,1.0702737242172442,1.0702557068622751,1.0655,1,1.0671,41969.6,1.0684040000000012,0,0,go_short,1.0705199999999953,1.0704428571428597,go_short,roi,go_short
411,0.0020816,0.0020853,0.0020797280370672,0.0020711435897435,0.0020464999999999,0,0.0020488999999999,182247300.0,0.002072756,0,0,go_long,0.0020746199999999,0.0020843857142857,go_long,roi,go_long
412,0.0020304999999999,0.0020328,0.0020411579008205,0.0020528120791067,0.0020079,1,0.0020256,220535807.0,0.0020555759999999,0,0,go_long,0.00203492,0.0020349142857142,go_long,roi,go_long
413,0.0020737999999999,0.0020892,0.002084338454245,0.0020825754632063,0.0020659999999999,1,0.0020870999999999,200724812.0,0.0020897279999999,0,0,go_long,0.0020894599999999,0.0020853142857142,go_long,roi,go_long
414,0.002119,0.0021348,0.0020925408624491,0.0020759646457932,0.0021092999999999,0,0.0021243,117285805.0,0.0020724879999999,0,0,go_long,0.00211114,0.0021013428571428,go_long,roi,go_long
415,0.0021311,0.0021462,0.0021253735425726,0.002116991426596,0.0021265,0,0.0021409,98909732.0,0.0021180599999999,0,0,go_long,0.00212702,0.0021253142857142,go_long,roi,go_long
416,0.0021769,0.0021855,0.0021562216924407,0.0021347782351769,0.0021612,0,0.0021739999999999,232517769.0,0.0021269879999999,1,0,go_long,0.00216854,0.0021662285714285,go_long,roi,go_long
417,0.0022429,0.0022443,0.0022617469649724,0.0022657297897721,0.0022334,1,0.0022382,34239792.0,0.0022726959999999,0,0,go_long,0.00225226,0.0022592142857142,go_long,roi,go_long
418,0.0022408,0.0022416999999999,0.0022513423798295,0.0022576602219276,0.0022239,1,0.0022324,76823507.0,0.0022626239999999,0,0,go_long,0.00224352,0.0022447428571428,go_long,roi,go_long
419,0.0023371,0.0023441,0.002363534208853,0.0023727339373743,0.0023163,1,0.0023377,134074928.0,0.0023783639999999,0,0,go_long,0.00234964,0.0023540285714285,go_long,roi,go_long
420,0.002376,0.0024029999999999,0.002351343670441,0.0023357813147239,0.0023634,0,0.0024018,157803301.0,0.0023272759999999,0,0,go_long,0.00235954,0.0023563285714285,go_long,roi,go_long
421,0.0024533,0.0025464,0.0024811170224826,0.0024602600980393,0.0024273999999999,0,0.0025337999999999,589753017.0,0.0024757639999999,0,0,go_long,0.0024695,0.0024667,go_long,roi,go_long
422,0.00266,0.0027711,0.0025914988354954,0.0025358810310184,0.0026303,0,0.0027684,709544400.0,0.0025137919999999,0,0,go_long,0.00265702,0.0026125,go_long,roi,go_long
423,0.0028561,0.0028821999999999,0.0028139008887202,0.0027634772860605,0.0028322,1,0.0028428,339812558.0,0.0027652039999999,0,0,go_long,0.00285326,0.0028475857142857,go_long,roi,go_long
424,0.0026222999999999,0.0026385,0.0026843927884067,0.00271856236388,0.0025813,1,0.0025888,362827862.0,0.0027483599999999,0,0,go_long,0.00262204,0.0026561285714285,go_long,roi,go_long
425,0.0025892999999999,0.0026153,0.002577419333162,0.0025488745071211,0.0025840999999999,1,0.0025884,93977629.0,0.002552872,0,0,go_long,0.00259166,0.0025857142857142,go_long,roi,go_long
426,0.0027464,0.0027464,0.0027119159586439,0.0026396029717431,0.0026828,1,0.0027031,818720573.0,0.002595396,0,0,go_long,0.00277048,0.0027659857142857,go_long,roi,go_long
427,0.0027738999999999,0.0027800999999999,0.0027405877446339,0.0027248389394451,0.0027477,0,0.0027540999999999,126457935.0,0.0027261759999999,1,0,go_long,0.00275602,0.0027483285714285,go_long,roi,go_long
428,0.0027944,0.0028255,0.0027923190932955,0.0027765044590051,0.0027757999999999,1,0.0028030999999999,182955517.0,0.0027696039999999,0,0,go_long,0.00280144,0.0027979428571428,go_long,roi,go_long
