,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
0,24.786,24.817,24.67387728344916,24.3686085003939,24.648,1,24.72,4742.2,24.312840000001696,0,0,go_long,24.823000000003784,24.852000000001336,go_long,go_long,go_long,42.40130968,first_buy,force_exit,go_long,go_long
1,0.5274,0.529,0.5199124716471935,0.5167985220532013,0.5224,1,0.5234,1841848.0,0.5169680000000032,1,0,go_short,0.5251000000000003,0.5219142857143291,go_short,go_short,go_short,-12.920957,second_buy,force_exit,go_short,go_short
2,0.022473,0.022494,0.02243968348764,0.0221395389051012,0.0223319999999999,0,0.022414,235088826.0,0.02246164,0,0,go_short,0.0223369999999999,0.022386,go_short,go_short,go_short,-9.61539543,second_buy,force_exit,go_short,go_short
3,57.874,57.919,58.08165299340823,58.21729741817949,57.717,1,57.777,2072.3,58.25255999999963,0,0,go_long,57.98000000000341,58.03157142857246,go_long,go_long,go_long,15.60190237,first_buy,force_exit,go_long,go_long
4,1.3811,1.3925,1.3810662493112376,1.3690677554415265,1.3768,1,1.3786,185117.0,1.3772920000000135,0,0,go_short,1.3833999999999516,1.3864285714286158,go_short,go_short,go_short,-7.04206815,second_buy,force_exit,go_short,go_short
5,48.52,48.74,49.55668925080691,49.938028875226415,48.01,1,48.05,6832.487,50.21959999999847,0,0,go_long,48.93000000000073,49.278571428568696,go_long,go_long,go_long,29.3366198,first_buy,force_exit,go_long,go_long
6,19.181,19.236,19.178486320028007,19.153205968325334,19.166,0,19.216,34622.0,19.1311999999999,0,0,go_long,19.198999999998648,19.203428571428848,go_long,go_long,go_long,40.30267707,first_buy,force_exit,go_long,go_long
7,0.00683,0.00686,0.006802913413083,0.0068224221388446,0.00681,0,0.00685,106739623.0,0.0068355999999999,0,0,go_short,0.0068060000000012,0.0067857142857137,go_short,go_short,go_short,-10.42945352,second_buy,force_exit,go_short,go_short
8,159.16,159.95,159.93071705837053,159.29502143346687,158.91,1,159.12,8679.9,159.36520000000053,0,0,go_long,160.10200000000333,160.04571428571896,go_long,go_long,go_long,11.78362351,first_buy,force_exit,go_long,go_long
9,0.3855,0.3873,0.3951871829052829,0.3986417377970865,0.3817,0,0.3842,6230048.8,0.4119999999999943,0,0,go_short,0.3886599999999988,0.3913142857142459,go_short,go_short,go_short,-5.45886994,second_buy,force_exit,go_short,go_short
10,0.59509,0.5975100000000001,0.5787631785711959,0.5688332332852043,0.58204,0,0.5865,52616126.0,0.5799208000000013,0,0,go_short,0.5828260000000007,0.5763942857142866,go_short,go_short,go_short,5.46952904,second_buy,force_exit,go_short,go_short
11,28.82,29.063,28.71842000636568,28.69183606429538,28.443,0,28.762,154367.5,28.904200000000063,0,0,go_long,28.52440000000033,28.671285714285577,go_long,go_long,go_long,2.94356565,first_buy,force_exit,go_long,go_long
12,2.1212,2.1339,2.152373304442357,2.1522948477814485,2.1175,1,2.128,1763397.7,2.1725040000000067,0,0,go_short,2.1409800000000327,2.1448285714286244,go_short,go_short,go_short,-7.45110445,second_buy,force_exit,go_short,go_short
13,1.489,1.489,1.5078071667714152,1.5257142762179217,1.467,1,1.475,795595.9,1.5321999999999576,0,0,go_short,1.488800000000022,1.496428571428698,go_short,go_short,go_short,-6.90650308,second_buy,force_exit,go_short,go_short
14,1.587,1.5915,1.6101297584204093,1.6197026063659063,1.5727,1,1.5907,2698420.0,1.6201120000000029,0,0,go_short,1.6074800000000238,1.6114714285714573,go_short,go_short,go_short,-6.34341262,second_buy,force_exit,go_short,go_short
15,9.375,9.419,9.287780931044557,9.25713225170318,9.361,1,9.366,232197.0,9.175759999999938,0,0,go_long,9.34800000000013,9.33828571428604,go_long,go_short,go_long,18.87425901,first_buy,force_exit,go_long,go_long
16,0.117,0.1173,0.1169698786561936,0.1166335587085574,0.1167,0,0.1172,594507.0,0.1173040000000003,0,0,go_short,0.1171800000000117,0.1170714285714286,go_short,go_short,go_short,-7.4019582,second_buy,force_exit,go_short,go_short
17,12.955,13.016,13.19806005789373,13.275450817657472,12.908,1,12.985,333799.79,13.318840000000044,0,0,go_long,13.125000000000195,13.173285714285589,go_long,go_long,go_long,-24.33434401,first_buy,stop_loss,go_long,go_long
18,37.01,37.511,36.93013656655682,36.7565462127383,36.903,0,37.45,82510.0,36.66040000000001,0,0,go_long,37.06700000000002,36.94857142857144,go_long,go_short,go_long,-14.92495335,first_buy,stop_loss,go_long,go_long
19,25.202,25.33,25.33969970078364,25.54640383615697,25.153,0,25.237,24824.4,25.62132000000009,0,0,go_long,25.22560000000028,25.22971428571412,go_long,go_long,go_long,-24.05819545,first_buy,stop_loss,go_long,go_long
20,13.533,13.536,13.926965289827292,14.683668914466985,11.5,1,11.504,419392.6,14.893639999999998,1,0,go_long,13.236999999999828,13.516142857142912,go_long,go_long,go_long,-23.42891563,first_buy,stop_loss,go_long,go_long
21,0.39798,0.41772,0.4755680004749841,0.5226621575142582,0.2215,1,0.2642,161179933.0,0.5398740000000007,0,0,go_short,0.4394759999999991,0.4598842857142836,go_short,go_short,go_short,-24.23523736,second_buy,stop_loss,go_short,go_short
