,pair,open_date,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,exit_reason,action,regbot_long_-1 (entry),regbot_short_1 (entry),long_signal,short_signal
224,SC/USDT:USDT,2022-06-19 14:45:00+00:00,0.00378,0.00399,0.0036595942631301,0.0035659901514912,0.00378,0,0.00388,12577970.0,0.0035455999999999,0,0,0.0037140000000001,0.00369,-36.98143635,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
225,FLOW/USDT:USDT,2021-12-11 22:30:00+00:00,9.28,9.28,9.271431994686514,9.289389101242126,9.25,1,9.25,60.5,9.297999999999991,0,0,9.263999999999983,9.282857142857145,98.76413517,second_buy,trailing_stop_loss,,1,1,0.0,0.0
226,EGLD/USDT:USDT,2024-01-03 12:15:00+00:00,66.69,66.69,67.04533999895246,68.54792861605361,49.39,1,56.31,140417.48,69.33120000000075,0,0,65.43200000000081,66.71999999999791,-10.5082138,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
227,SNT/USDT:USDT,2024-01-03 12:15:00+00:00,0.04374,0.04374,0.0441112360948934,0.0449217489123403,0.03336,1,0.03837,22883720.0,0.0453200000000002,0,0,0.0432500000000001,0.0439714285714283,-39.93381939,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
228,FLOW/USDT:USDT,2022-01-29 11:45:00+00:00,6.36,6.59,6.194768079253499,6.061927901814014,6.34,0,6.52,117787.9,6.024799999999979,0,0,6.335999999999922,6.26857142857142,-42.99118308,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
229,ENS/USDT:USDT,2024-01-03 12:15:00+00:00,10.221,10.224,10.089198774641702,10.19468105269972,7.339,1,8.751,295510.8,10.243239999999808,0,0,9.996399999999896,10.110000000000406,319.36494789,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
230,ENS/USDT:USDT,2023-11-18 06:00:00+00:00,8.495,8.495,8.566783094392694,8.642134788665016,8.409,1,8.421,7683.3,8.669679999999795,0,0,8.499799999999947,8.545285714286104,11.96658848,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
231,ENS/USDT:USDT,2023-10-09 16:15:00+00:00,7.15,7.154,7.183518721464972,7.247632966017953,7.092,1,7.11,17426.3,7.224559999999811,0,0,7.153399999999946,7.161428571429004,35.55615912,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
232,ENS/USDT:USDT,2023-08-12 12:15:00+00:00,9.02,9.02,9.018332207667582,9.012859160065354,8.99,1,9.0,587.1,9.0151999999998,0,0,9.01399999999997,9.02000000000048,-49.21331516,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
233,FLOW/USDT:USDT,2022-05-10 13:15:00+00:00,3.91,4.55,3.90273288408226,3.81293253772735,3.91,0,4.38,261638.2,3.7915999999999914,1,0,3.9659999999998616,3.925714285714257,62.243868,second_buy,trailing_stop_loss,,1,1,0.0,0.0
234,FLOW/USDT:USDT,2022-03-27 20:45:00+00:00,6.57,6.71,6.598146774689023,6.585158874375726,6.57,0,6.67,36200.6,6.5843999999999845,0,0,6.593999999999856,6.59999999999997,87.91152834,second_buy,trailing_stop_loss,,1,1,0.0,0.0
235,FLOW/USDT:USDT,2022-05-13 14:30:00+00:00,3.09,3.16,3.0887854626047493,3.060915580236065,3.06,0,3.15,6186.8,3.060799999999992,0,0,3.093999999999861,3.088571428571399,123.23301642,second_buy,trailing_stop_loss,,1,1,0.0,0.0
236,FLOW/USDT:USDT,2022-02-27 12:00:00+00:00,5.95,6.13,5.84005134048974,5.73951439796882,5.95,0,6.11,29353.1,5.70239999999999,0,0,5.925999999999887,5.882857142857131,-22.31693687,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
237,ENS/USDT:USDT,2023-06-05 16:15:00+00:00,9.36,9.41,9.724217628928402,9.828370383026469,8.82,1,9.21,139592.9,9.8651999999998,0,0,9.621999999999948,9.727142857143308,-12.88721106,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
238,ENS/USDT:USDT,2023-04-21 12:15:00+00:00,12.67,12.68,12.709422572140417,12.750930545270664,12.55,0,12.66,4747.4,12.737199999999891,0,0,12.669999999999913,12.68714285714328,-64.18163638,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
239,ENS/USDT:USDT,2023-03-15 16:45:00+00:00,12.54,12.64,12.891908323551515,13.165332487562528,12.26,1,12.31,16967.2,13.215999999999887,0,0,12.621999999999854,12.780000000000417,1.49888884,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
240,SC/USDT:USDT,2022-07-18 11:15:00+00:00,0.00436,0.00455,0.0042190535038648,0.0041562317540124,0.00428,0,0.00445,25054780.0,0.0041459999999999,1,0,0.0042660000000001,0.0042285714285715,-32.73881694,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
241,SSV/USDT:USDT,2023-03-01 17:00:00+00:00,41.645,42.09,41.85249194489765,42.2894943019943,41.63,0,41.8,1055.3,42.1558,0,0,41.687,41.73714285714287,-40.79083983,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
242,ENS/USDT:USDT,2022-12-16 09:15:00+00:00,12.75,12.75,12.90152728966168,12.958730127029837,12.29,1,12.39,99129.4,12.994799999999874,0,0,12.835999999999938,12.90428571428617,35.10216211,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
243,ENS/USDT:USDT,2022-10-21 00:30:00+00:00,17.28,17.28,17.25770596537434,17.42369661397887,16.85,1,16.86,55439.4,17.368799999999894,1,0,17.21199999999994,17.222857142857595,-59.10513776,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
244,ENS/USDT:USDT,2022-09-13 13:00:00+00:00,14.25,14.31,14.64783790285412,14.716364138248556,13.88,1,14.07,32728.3,14.724799999999886,0,0,14.613999999999994,14.69142857142897,45.26512948,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
245,FLOW/USDT:USDT,2022-01-26 19:15:00+00:00,5.22,5.47,5.206989741918305,5.211503506357468,5.19,0,5.23,31482.4,5.220799999999982,0,0,5.17999999999992,5.201428571428569,-59.33930511,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
246,ENS/USDT:USDT,2022-06-10 12:45:00+00:00,11.61,11.61,11.441835070135332,11.482170718106856,10.85,1,11.14,150759.5,11.489599999999903,1,0,11.462,11.451428571429023,56.36035583,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
247,ENS/USDT:USDT,2023-02-06 05:30:00+00:00,14.98,14.98,15.065859205465353,15.14510819512522,14.59,1,14.75,29577.8,15.197999999999888,0,0,15.00199999999991,15.04142857142898,-39.361574,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
248,MANA/USDT:USDT,2023-12-07 17:30:00+00:00,0.4946,0.4999,0.4907347588165495,0.4868294263249699,0.4944,0,0.4991,877563.5,0.4856160000000264,0,0,0.4947400000000054,0.492614285714294,-38.51889819,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
249,EGLD/USDT:USDT,2023-12-10 02:00:00+00:00,63.63,66.04,61.02997601091496,59.37778987316175,62.86,0,65.94,58020.71,58.81480000000073,0,0,62.26600000000048,61.54142857142638,-21.74220323,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
250,EDU/USDT:USDT,2023-10-04 00:45:00+00:00,0.4323,0.4327,0.436279120172067,0.4394146508726205,0.421,1,0.425,681214.8,0.4394720000000013,0,0,0.4342799999999938,0.435899999999994,23.16066572,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
251,EDU/USDT:USDT,2023-08-17 21:45:00+00:00,0.4996,0.4996,0.4860299711508537,0.4969428480698464,0.3527,1,0.3764,2247629.0,0.5003120000000012,0,0,0.4778199999999961,0.4869571428571363,23.15949699,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
252,SC/USDT:USDT,2023-06-10 09:00:00+00:00,0.002627,0.002637,0.0026310677640963,0.0026980246151109,0.002627,0,0.002637,5600.0,0.00268864,0,0,0.0026306000000001,0.0026221428571429,-68.16316758,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
253,EDU/USDT:USDT,2023-07-18 17:00:00+00:00,0.6417,0.6422,0.6458932246151952,0.6501756465001896,0.6308,1,0.6394000000000001,257408.5,0.6488960000000021,0,0,0.6450599999999977,0.6451428571428524,-71.03908368,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
254,EDU/USDT:USDT,2023-06-05 16:00:00+00:00,1.0361,1.0381,1.0730942359837914,1.098535841163424,0.963,1,0.9644,1545221.3,1.108284000000003,0,0,1.0502600000000015,1.0680714285714246,-75.74368595,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
255,EDU/USDT:USDT,2023-05-05 15:45:00+00:00,1.1951,1.1951,1.197836705335423,1.1939545584045586,1.1841,0,1.1918,27942.8,1.1942560000000002,0,0,1.19952,1.2026000000000006,-43.36968084,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
256,SSV/USDT:USDT,2023-10-01 22:00:00+00:00,16.785,16.825,16.766799774438933,16.75689968106597,16.785,0,16.825,4.07,16.751600000000032,0,0,16.78300000000006,16.767857142857235,-25.40786098,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
257,DYDX/USDT:USDT,2023-12-24 22:30:00+00:00,3.047,3.05,3.0759104924223,3.100517083273571,2.728,1,2.99,3988882.3,3.1111999999999465,0,0,3.057600000000043,3.0660000000000127,16.55628371,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
258,DYDX/USDT:USDT,2023-11-17 14:45:00+00:00,3.398,3.414,3.452285821140833,3.5380025778523234,3.321,1,3.337,775199.8,3.5770399999999443,0,0,3.41940000000004,3.438000000000005,-38.44168012,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
259,DYDX/USDT:USDT,2023-10-17 14:00:00+00:00,1.817,1.817,1.8262084420560671,1.838917493802014,1.76,1,1.798,1222082.0,1.842599999999947,0,0,1.816800000000029,1.8208571428571425,175.94973868,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
260,SSV/USDT:USDT,2023-11-09 16:15:00+00:00,16.43,16.63,16.00760578050962,15.980922485611693,13.76,1,14.98,64265.89,15.906600000000042,0,0,16.232000000000077,16.2021428571429,85.36470586,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
261,DYDX/USDT:USDT,2023-08-02 17:00:00+00:00,1.995,1.996,1.9856455852748185,1.9849431176219952,1.939,1,1.977,926784.7,1.9835999999999572,1,0,1.9892000000000205,1.9881428571428557,-22.45315027,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
262,DYDX/USDT:USDT,2023-06-06 02:30:00+00:00,1.916,1.935,1.9500925605299413,1.9871737009489867,1.911,0,1.933,84862.1,1.980319999999956,0,0,1.9244000000000103,1.9329999999999985,-1.46668325,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
263,DYDX/USDT:USDT,2023-04-20 16:15:00+00:00,2.762,2.762,2.8160040423718646,2.830229838945651,2.674,1,2.748,931048.2,2.843679999999956,0,0,2.790200000000013,2.8054285714285787,-69.72765579,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
264,EDU/USDT:USDT,2023-11-09 16:15:00+00:00,0.5467000000000001,0.5508000000000001,0.5449724850384645,0.5499057840533308,0.4731,1,0.4982,1411343.0,0.5519560000000018,0,0,0.541619999999994,0.5471857142857072,45.59532876,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
265,DYDX/USDT:USDT,2023-02-22 08:45:00+00:00,2.5700000000000003,2.575,2.59440768793744,2.619247240155186,2.52,1,2.535,548639.3,2.620399999999957,0,0,2.586000000000016,2.588571428571445,10.28260521,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
266,SSV/USDT:USDT,2023-12-11 02:15:00+00:00,24.8,24.815,24.426687522508114,24.684518750448603,20.55,1,22.375,63655.52,24.812800000000053,0,0,24.22300000000008,24.3957142857143,102.81887753,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
267,DYDX/USDT:USDT,2022-12-08 11:45:00+00:00,1.61,1.615,1.618037881304975,1.622224718688083,1.55,1,1.565,730373.7,1.624599999999961,0,0,1.6129999999999949,1.617857142857159,-34.49824551,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
268,DYDX/USDT:USDT,2022-11-02 04:45:00+00:00,1.605,1.605,1.602003645657393,1.6043734031667387,1.595,1,1.595,8396.9,1.603399999999963,1,0,1.6039999999999897,1.6050000000000253,0.21568457,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
269,SC/USDT:USDT,2023-07-25 02:15:00+00:00,0.0031869999999999,0.0032059999999999,0.0032213261711778,0.0032390405693868,0.0031869999999999,0,0.0032029999999999,847780.0,0.003247,0,0,0.0031914000000001,0.0032037142857143,-85.31708419,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
270,DYDX/USDT:USDT,2022-08-16 17:30:00+00:00,2.03,2.035,2.044635974662641,2.05688932149222,2.01,1,2.015,66643.7,2.062199999999967,0,0,2.030999999999988,2.041428571428612,-89.51527065,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
271,DYDX/USDT:USDT,2022-07-11 03:15:00+00:00,1.885,1.895,1.923805587630338,1.9595917997309091,1.865,0,1.89,84591.0,1.9813999999999696,0,0,1.8929999999999965,1.898571428571488,11.84451178,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
272,DYDX/USDT:USDT,2022-06-03 10:45:00+00:00,1.725,1.725,1.7522498717790318,1.7777121028514065,1.705,1,1.705,26596.8,1.7839999999999718,1,0,1.7289999999999883,1.73785714285721,21.54304287,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
273,DYDX/USDT:USDT,2022-04-30 23:15:00+00:00,3.59,3.63,3.649626496212541,3.7595291325458975,3.075,1,3.21,251055.3,3.773599999999973,0,0,3.554999999999968,3.62428571428579,-107.42724231,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
274,DYDX/USDT:USDT,2022-03-31 14:15:00+00:00,6.495,6.525,6.602311347241188,6.637260768241966,5.795,1,6.315,536317.0,6.675399999999994,0,0,6.521000000000003,6.576428571428655,-102.40034014,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
275,DYDX/USDT:USDT,2022-02-11 21:45:00+00:00,7.27,7.275,7.509314975086217,7.653597755340216,7.16,0,7.195,19505.8,7.728600000000001,0,0,7.273000000000025,7.390714285714398,-43.92769135,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
276,DYDX/USDT:USDT,2022-01-05 22:30:00+00:00,7.68,7.77,8.004515851566445,8.283452774397567,7.435,1,7.435,29367.9,8.382600000000002,0,0,7.820000000000083,7.889285714285802,-8.45654286,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
277,DYDX/USDT:USDT,2021-12-04 05:30:00+00:00,9.01,9.425,10.70962441456447,11.423932817950572,7.085,1,7.845,224990.6,11.689000000000014,0,0,10.078000000000085,10.55500000000003,-10.32122172,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
278,DYDX/USDT:USDT,2021-11-10 21:30:00+00:00,15.48,15.48,15.647410725924592,16.107231332264725,12.41,1,13.745,349724.8,16.284200000000016,0,0,15.252000000000018,15.387857142857154,-103.99908246,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
279,DYDX/USDT:USDT,2021-10-11 13:15:00+00:00,25.095,25.235,24.762783402904304,24.889864672364677,24.91,0,25.03,7522.9,24.846,0,0,24.838000000000008,24.75357142857144,-122.93463944,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
280,DYDX/USDT:USDT,2023-01-18 16:00:00+00:00,1.385,1.395,1.391980950879787,1.4006723848282088,1.235,1,1.305,2655821.0,1.397799999999959,0,0,1.3889999999999976,1.3971428571428752,201.00185913,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
281,EDU/USDT:USDT,2023-12-11 02:15:00+00:00,0.71,0.7108,0.7024256633831052,0.7091219127449238,0.6047,1,0.6503,1529002.6,0.7121559999999989,0,0,0.6964199999999987,0.7014857142857052,-26.22695471,first_buy,trailing_stop_loss,do_nothing,-1,-1,1.0,0.0
282,EDU/USDT:USDT,2024-01-19 15:30:00+00:00,0.5907,0.5953,0.596471924889921,0.5998211939789334,0.5857,1,0.5874,14572.0,0.6012719999999987,0,0,0.5918399999999974,0.5951142857142747,79.75265183,first_buy,trailing_stop_loss,go_long,-1,-1,1.0,0.0
283,EGLD/USDT:USDT,2021-11-23 15:00:00+00:00,497.5,508.35,505.4384111710215,517.6314102564103,495.5,0,504.25,395.2,517.14,0,0,499.9899999999999,500.6857142857143,100.5794324,second_buy,trailing_stop_loss,,1,1,1.0,0.0
284,EGLD/USDT:USDT,2023-12-03 14:30:00+00:00,49.79,53.31,48.34992044101222,47.661244946696975,49.61,0,52.27,198710.39,47.49800000000075,0,0,48.82000000000048,48.31714285714062,-50.75504461,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
285,EGLD/USDT:USDT,2023-11-05 00:15:00+00:00,34.8,43.25,35.68535863323292,34.94752732569066,34.75,0,41.85,471185.38,34.64600000000068,0,0,36.15000000000053,35.728571428569246,-47.24366937,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
286,EGLD/USDT:USDT,2023-10-23 20:30:00+00:00,28.35,28.4,28.11867341978085,27.886058498611145,28.25,1,28.25,2688.5,27.79000000000068,0,0,28.27000000000044,28.26428571428352,-74.97225876,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
287,EGLD/USDT:USDT,2023-09-03 02:45:00+00:00,24.75,24.75,24.74789668806688,24.726278791858796,24.75,0,24.75,72.26,24.74000000000068,0,0,24.74000000000053,24.74999999999781,-29.3741045,second_buy,trailing_stop_loss,do_nothing,1,1,1.0,0.0
288,SC/USDT:USDT,2022-12-28 07:30:00+00:00,0.00222,0.00224,0.0022460315678513,0.0022688467392201,0.00221,0,0.00224,608790.0,0.002276,0,0,0.0022280000000001,0.0022285714285715,-76.25946,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
289,SC/USDT:USDT,2023-01-15 12:45:00+00:00,0.00288,0.00288,0.0028703478477298,0.0028800647482624,0.00286,1,0.00286,648300.0,0.0028732,0,0,0.0028740000000001,0.0028742857142858,-66.08948811,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
290,SC/USDT:USDT,2023-01-31 00:15:00+00:00,0.00302,0.00302,0.0030085133851001,0.0030220770691506,0.00301,0,0.00301,371560.0,0.003018,0,0,0.0030120000000001,0.0030057142857144,-72.79854867,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
291,EGLD/USDT:USDT,2023-03-18 10:15:00+00:00,45.75,46.05,45.242243178438464,44.95139436292241,45.55,0,45.7,6401.54,44.98000000000068,0,0,45.56000000000048,45.35714285714045,-4.32948213,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
292,EGLD/USDT:USDT,2023-02-16 15:30:00+00:00,46.5,54.25,47.4011537094494,47.07403640520943,46.45,0,52.55,158200.7,47.00400000000063,0,0,47.47000000000041,47.12142857142622,28.61277357,second_buy,trailing_stop_loss,,1,1,0.0,0.0
293,EGLD/USDT:USDT,2023-01-23 08:30:00+00:00,44.5,44.75,44.28145743447765,44.13572464278544,44.2,1,44.3,6825.09,44.112000000000606,1,0,44.30000000000039,44.32857142856901,-35.43067573,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
294,SSV/USDT:USDT,2023-05-08 02:00:00+00:00,20.12,20.53,20.736097484702043,20.81062819971826,19.865,1,20.39,38791.58,20.74840000000005,0,0,20.76799999999998,20.83714285714297,-36.54541491,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,0.0
295,SC/USDT:USDT,2023-02-06 10:30:00+00:00,0.0039429999999999,0.0040409999999999,0.003798630165483,0.0037438288786009,0.003838,1,0.003882,35347720.0,0.003717,1,0,0.0038530000000001,0.0038324285714287,-72.94884773,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
296,EGLD/USDT:USDT,2022-12-31 19:00:00+00:00,32.85,32.85,32.90701133950668,32.97410855904663,32.8,0,32.85,78.94,33.02400000000055,0,0,32.84000000000045,32.84999999999763,-78.36855673,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
297,SC/USDT:USDT,2023-02-08 00:15:00+00:00,0.004436,0.005176,0.0045356668511424,0.004473755608657,0.0044329999999999,0,0.005143,48170900.0,0.00445532,0,0,0.0045850000000001,0.0045387142857144,-81.31594896,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
298,EGLD/USDT:USDT,2022-08-06 14:15:00+00:00,64.8,65.9,64.36239540055523,63.75802614835659,64.8,0,65.4,6308.98,63.6440000000005,1,0,64.81000000000127,64.55714285714014,27.76322652,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
299,EGLD/USDT:USDT,2022-07-15 14:15:00+00:00,60.05,60.95,59.79325003681308,59.44037284333207,60.05,0,60.55,4178.19,59.4220000000005,0,0,60.050000000001525,59.99285714285442,-16.90429846,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
300,EGLD/USDT:USDT,2022-06-20 15:15:00+00:00,57.9,59.35,56.74694299521063,55.91525708862829,57.75,0,57.9,5696.65,56.0320000000005,1,0,57.640000000001656,57.04999999999725,-10.246464,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
301,EGLD/USDT:USDT,2021-12-04 08:30:00+00:00,279.5,285.45,279.5298324381342,292.2165878180085,278.85,0,285.45,503.61,294.5059999999998,0,0,276.98999999999967,275.285714285714,-15.4137654,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
302,SSV/USDT:USDT,2023-07-20 00:45:00+00:00,17.995,18.035,18.0507666770105,18.079413135089855,17.915,0,18.035,338.15,18.098400000000083,0,0,18.035000000000032,18.038571428571487,-54.68706278,first_buy,trailing_stop_loss,do_nothing,-1,-1,0.0,1.0
303,EGLD/USDT:USDT,2021-12-16 01:00:00+00:00,300.55,304.35,296.9836568007966,291.7090814773252,300.25,0,302.9,800.89,293.10799999999983,0,0,299.38000000000045,298.39285714285603,124.32107125,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
304,EGLD/USDT:USDT,2022-01-23 09:45:00+00:00,140.75,142.1,135.2622330962026,132.0770882094592,138.15,1,138.5,454.84,130.71599999999972,1,0,138.32000000000107,137.19285714285633,-36.2483055,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
305,SSV/USDT:USDT,2023-06-10 04:30:00+00:00,18.965,18.965,18.93359884369889,19.47813590420072,15.25,1,16.025,52678.63,19.693400000000064,0,0,18.510000000000023,18.793571428571514,22.58637636,first_buy,trailing_stop_loss,,-1,-1,0.0,0.0
306,EGLD/USDT:USDT,2022-02-05 06:15:00+00:00,159.15,160.25,157.9445407853586,156.00216095429906,159.15,0,160.2,98.76,155.8739999999997,0,0,159.00000000000136,158.53571428571337,-79.684721,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,0.0
307,EGLD/USDT:USDT,2023-12-24 04:30:00+00:00,71.3,73.98,69.53415068114906,68.10940364226244,70.83,0,73.16,24664.16,67.94200000000075,1,0,70.4220000000006,69.84714285714077,24.44861374,second_buy,trailing_stop_loss,,1,1,0.0,0.0
308,EGLD/USDT:USDT,2022-02-11 13:30:00+00:00,184.5,236.0,186.77267436449816,184.9427977431688,183.9,0,201.35,12298.73,185.0979999999998,0,0,187.6700000000017,186.44999999999916,46.8639978,second_buy,trailing_stop_loss,,1,1,0.0,0.0
309,EGLD/USDT:USDT,2022-03-15 22:00:00+00:00,155.55,160.7,155.52286499374458,154.92658144826436,155.55,0,158.15,4089.29,154.588,0,0,155.64000000000163,155.40714285714134,-75.75881009,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
310,SC/USDT:USDT,2023-02-13 22:15:00+00:00,0.003725,0.003725,0.0037257248378986,0.0037224842911572,0.0037229999999999,1,0.0037229999999999,19090.0,0.00371332,0,0,0.0037276000000001,0.0037302857142858,-84.39642147,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
311,EGLD/USDT:USDT,2022-04-06 09:00:00+00:00,182.2,182.35,182.6354618860999,182.87149130303615,182.2,1,182.25,38.34,182.62399999999997,0,0,182.10000000000127,182.43571428571244,115.4006328,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
312,EGLD/USDT:USDT,2022-05-13 05:30:00+00:00,89.3,91.25,85.28471897408753,82.95842009895757,88.85,0,90.5,1088.51,81.82200000000039,0,0,86.81000000000135,86.03571428571152,9.9111956,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
313,EGLD/USDT:USDT,2022-05-30 20:45:00+00:00,84.65,87.9,83.25857025062555,82.87276082036806,84.1,0,86.6,12739.12,82.51600000000046,0,0,83.65000000000157,83.22142857142588,96.56078418,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
314,EGLD/USDT:USDT,2022-06-15 19:30:00+00:00,48.45,50.15,46.44172978499796,45.39164517801036,48.15,0,49.55,5185.74,45.1220000000005,0,0,47.57000000000168,46.80714285714011,-43.1668682,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
315,SC/USDT:USDT,2023-02-17 16:15:00+00:00,0.004794,0.005346,0.0046536383065443,0.0045451172790443,0.004789,0,0.005346,146891200.0,0.0045052,0,0,0.0047426000000001,0.0046665714285715,53.2942686,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
316,SC/USDT:USDT,2022-02-04 05:30:00+00:00,0.01046,0.01057,0.0104177089048483,0.0103414145174186,0.01046,0,0.01052,283730.0,0.0103443999999999,0,0,0.010446,0.01044,26.44012977,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
317,FLOW/USDT:USDT,2023-01-13 09:30:00+00:00,0.9185,0.9225,0.9056037068030603,0.8989468524631701,0.913,0,0.9225,252517.6,0.8986999999999867,0,0,0.9130999999998972,0.9079999999999622,-71.94846728,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
318,SC/USDT:USDT,2023-10-31 19:15:00+00:00,0.0034,0.0037589999999999,0.0034009682397971,0.0033465555758083,0.0034,0,0.0037159999999999,90915510.0,0.00329876,0,0,0.0034584000000002,0.0034308571428572,-56.5337628,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
319,LINK/USDT:USDT,2022-02-25 23:00:00+00:00,14.263,14.479,14.113891649643335,13.99766300499395,14.263,0,14.46,16117.1,13.975400000000018,0,0,14.20779999999998,14.17271428571423,-30.14577882,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
320,LINK/USDT:USDT,2022-03-24 17:15:00+00:00,16.386,16.436,16.25621180230173,16.154048681228833,16.306,1,16.32,17223.4,16.12600000000002,0,0,16.328400000000038,16.333142857142825,132.39002491,second_buy,trailing_stop_loss,go_short,1,1,0.0,1.0
321,LINK/USDT:USDT,2022-05-13 03:15:00+00:00,6.93,7.125,6.816716889695059,6.696286925486376,6.879,0,7.072,46030.9,6.614960000000036,1,0,6.929800000000066,6.863999999999956,-35.03160294,second_buy,trailing_stop_loss,do_nothing,1,1,0.0,1.0
