,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,long-bid-rl (entry),short-bid-rl (entry),exit_reason,action,nlp-exit-short (entry)
104,0.4159,0.444,0.4116355983004517,0.4062560641062291,0.4136,0,0.4391,4183.0,0.4012840000000039,0,0,go_short,0.415639999999999,0.4155285714285736,go_short,go_short,go_short,-1.420946,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
105,1.2237,1.224,1.2256466565237294,1.2109484096362029,1.22,1,1.22,27.0,1.2071920000000018,0,0,go_short,1.2284799999999978,1.2340285714285713,go_short,go_short,go_short,-1.699634,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
106,0.8467,0.855,0.8268214905864298,0.8195402223914168,0.8451000000000001,0,0.8458,850.0,0.814467999999994,0,0,go_short,0.8391799999999995,0.8333000000000107,go_short,go_short,go_short,-2.165042,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
107,792.15,801.85,823.6162333010651,854.6272785774794,682.55,1,729.75,376010.0,857.9419999999997,0,0,go_short,798.3299999999995,815.5785714285759,go_short,go_short,go_short,4.4568561,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
108,0.16904,0.17259,0.1633118248516825,0.1607129136442426,0.16332,1,0.16354,65351.0,0.1598703999999947,0,0,go_short,0.1647539999999913,0.1653457142857158,go_short,go_short,go_short,-3.1783354,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
109,0.1266,0.1276,0.1256080100672096,0.1245735636729036,0.12649,0,0.1276,7537.0,0.1241623999999946,0,0,go_short,0.126301999999992,0.126074285714287,go_short,go_short,go_short,-3.11403351,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
110,0.13903,0.13959,0.1373287293631018,0.1363007892694205,0.13877,0,0.13921,22551.0,0.1360391999999946,0,0,go_short,0.1381039999999918,0.1376228571428585,go_short,go_short,go_short,0.75699269,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
111,0.3317,0.3421,0.3250762466066428,0.3214992874224913,0.3315,0,0.3416,8928.0,0.3204719999999942,0,0,go_short,0.3284399999999922,0.3256428571428636,go_short,go_short,go_short,-0.580234,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
112,0.3685,0.3703,0.3644080239350278,0.3604711970932377,0.3657,1,0.366,3921.0,0.3587199999999941,1,0,go_short,0.3673199999999922,0.3664428571428635,go_short,go_short,go_short,0.68403,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
113,0.11903,0.12022,0.1181394247322311,0.1174784258903025,0.11903,0,0.12018,2058.0,0.1178759999999949,0,0,go_short,0.1185039999999926,0.1182085714285725,go_short,go_short,go_short,-1.31546547,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
114,0.1542,0.1548,0.1529468206003856,0.1517636912858066,0.1541,0,0.1548,5874.0,0.1516319999999949,0,0,go_short,0.1536599999999927,0.1531857142857152,go_short,go_short,go_short,2.10943947,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
115,0.1439,0.1445,0.1435909824856844,0.1432368845868864,0.1438,0,0.1445,8058.0,0.1431079999999948,0,0,go_short,0.1438399999999926,0.1437142857142873,go_short,go_short,go_short,-0.60885257,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
116,0.195,0.1999,0.1943247071685375,0.1935366868166559,0.1947,0,0.1987,20992.0,0.1932239999999952,0,0,go_short,0.1950999999999913,0.1945142857142872,go_short,go_short,go_short,2.82240582,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
117,0.2174,0.2175,0.218108856316403,0.2218435456254428,0.114,1,0.2046,98477.0,0.2232039999999955,0,0,go_short,0.2156799999999915,0.2170285714285733,go_short,go_short,go_short,0.32043898,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
118,0.2866,0.2907,0.2832709465267225,0.2812538951441988,0.2866,0,0.2901,14195.0,0.2801439999999955,0,0,go_short,0.2852799999999916,0.2835142857142878,go_short,go_short,go_short,4.28569285,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
119,0.2669,0.2728,0.2580383663321764,0.2534810116703164,0.2665,0,0.2694,69321.0,0.2529679999999953,1,0,go_short,0.2614599999999915,0.2592428571428599,go_short,go_short,go_short,-0.43959128,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
120,0.2418,0.2446,0.2411929776946589,0.2388145254368759,0.2408,0,0.2445,24845.0,0.2383239999999953,0,0,go_short,0.242499999999992,0.2423000000000025,go_short,go_short,go_short,-0.89553688,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
121,0.21401,0.2274,0.2148137959343012,0.2133730104471633,0.21401,0,0.22383,91127.0,0.2139911999999946,0,0,go_short,0.2157119999999915,0.2149442857142871,go_short,go_short,go_short,-2.22094056,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
122,0.1904,0.1911,0.1885084408489226,0.1875896842520889,0.1901,0,0.1908,16651.0,0.1873599999999952,0,0,go_short,0.1892799999999924,0.1887142857142882,go_short,go_short,go_short,-2.597509,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
123,0.2193,0.2193,0.2195239086565775,0.2236177869176416,0.1603,1,0.1872,382408.0,0.2255599999999955,0,0,go_short,0.2152599999999924,0.2190428571428607,go_short,go_short,go_short,-0.09721157,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
124,0.2273,0.2302,0.2207245599899767,0.2158857581018501,0.227,0,0.2287,46674.0,0.2153439999999954,1,0,go_short,0.2239199999999923,0.2223571428571465,go_short,go_short,go_short,0.68323745,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
125,0.2128,0.2176,0.206063767438001,0.2021669733043232,0.2109,0,0.2172,83177.0,0.2017839999999952,0,0,go_short,0.2088199999999925,0.2068714285714327,go_short,go_short,go_short,-0.46265308,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
126,0.3875,0.3981,0.3807873511788767,0.3759798639682933,0.3875,0,0.3968,58196.0,0.3748759999999942,0,0,go_short,0.3858999999999924,0.3828142857142903,go_short,go_short,go_short,2.298428,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
127,0.1627,0.1641,0.1615717833074419,0.1599921208179965,0.1627,1,0.1631,37912.0,0.1600359999999952,0,0,go_short,0.1623599999999924,0.1624285714285759,go_short,go_short,go_short,-2.6429115,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
128,0.1327,0.1335,0.1318788103198062,0.1305636801244129,0.1327,1,0.1334,6280.0,0.130071999999995,0,0,go_short,0.1328599999999926,0.132528571428576,go_short,go_short,go_short,-1.7778492,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
129,0.311,0.3118,0.3103952178319437,0.309848025989052,0.2239,0,0.3107,122779.0,0.3096559999999949,0,0,go_short,0.3106999999999921,0.3105571428571457,go_short,go_short,go_short,-1.984398,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
130,0.4022,0.4115,0.3990069633878134,0.3952143496695412,0.4021,0,0.4113,12516.0,0.3946719999999948,0,0,go_short,0.4013599999999911,0.3999285714285753,go_short,go_short,go_short,4.49606,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
131,0.0964,0.0989,0.0957184033574792,0.0951185743293309,0.0962,0,0.0977,70930.0,0.094943999999995,1,0,go_short,0.0962199999999921,0.0959000000000045,go_short,go_short,go_short,-3.18671866,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
132,0.1002,0.1003,0.0984171854340299,0.1003163257693726,0.081,1,0.0823,177102.0,0.1008959999999949,0,0,go_short,0.0970599999999925,0.0984285714285759,go_short,go_short,go_short,-1.64391521,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
133,0.1331,0.1342,0.1318064295976268,0.1301905314224614,0.133,1,0.1342,2752.0,0.1296279999999948,0,0,go_short,0.1330399999999928,0.1328428571428615,go_short,go_short,go_short,2.41930454,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
134,0.185,0.1869,0.1832078773746034,0.1825844466303441,0.1832,1,0.1836,20505.0,0.1820999999999942,0,0,go_short,0.18403999999999,0.1837142857142887,go_short,go_short,go_short,-2.601288,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
135,0.2081,0.2139,0.2071884437666272,0.2045286221185817,0.2071,0,0.2116,140472.0,0.2032199999999941,1,0,go_short,0.2083599999999893,0.2080428571428608,go_short,go_short,go_short,4.55209436,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
136,0.3283,0.3329,0.3252888340268984,0.3249051805323334,0.3283,0,0.3302,4694.0,0.3246759999999936,0,0,go_short,0.3248199999999926,0.3249428571428611,go_short,go_short,go_short,-1.220426,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
137,0.8502000000000001,0.8676,0.8412582679472008,0.830577281117228,0.8502000000000001,0,0.8676,310.0,0.8297879999999942,0,0,go_short,0.8467800000000019,0.844285714285723,go_short,go_short,go_short,0.144828,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
138,0.27249,0.27912,0.2622332595763039,0.2552414915903508,0.27239,0,0.27838,68320.0,0.2531327999999946,0,0,go_short,0.2678999999999919,0.2653428571428585,go_short,go_short,go_short,-2.02157771,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
139,0.33922,0.35124,0.3278949105634718,0.3186126172093289,0.33904,0,0.3449,72747.0,0.3161655999999942,0,0,go_short,0.3351759999999915,0.3329500000000006,go_short,go_short,go_short,-2.35385666,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
140,558.15,558.3,567.8256392678728,573.505721716474,552.0,1,558.2,13899.0,575.8880000000004,0,0,go_short,563.4799999999983,564.285714285718,go_short,go_short,go_short,1.4416628,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
141,480.0,480.0,481.9187217232388,484.4995710328635,473.55,1,474.8,11303.0,483.31800000000015,0,0,go_short,480.5799999999998,482.5142857142896,go_short,go_short,go_short,1.5358276,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
142,446.3,447.5,452.3268851584312,454.1363009001585,435.75,1,442.25,30543.0,455.7819999999995,0,0,go_short,450.1399999999984,451.4142857142888,go_short,go_short,go_short,0.6908408,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
143,517.5,517.5,548.5011595232779,568.9604215127237,470.0,1,484.4,382733.0,580.5039999999995,0,0,go_short,526.6999999999964,538.7785714285748,go_short,go_short,go_short,-0.8928896,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
144,346.15,349.25,352.7090051443455,358.58453082660475,333.0,1,334.9,148245.0,361.63799999999947,0,0,go_short,346.0299999999969,348.58571428571634,go_short,go_short,go_short,4.292589,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
145,308.35,312.0,321.3289259462124,328.3213704541064,296.7,0,312.0,158217.0,330.77199999999954,0,0,go_short,314.7099999999965,317.90000000000146,go_short,go_short,go_short,0.6429996,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
146,263.3,264.0,264.69460491949565,265.85297323983866,256.0,1,259.55,37772.0,266.0659999999995,0,0,go_short,264.11999999999654,264.54285714285913,go_short,go_short,go_short,1.3163028,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
147,218.3,218.65,220.0089031068608,221.8217211605624,215.95,1,216.8,8608.0,222.61799999999948,0,0,go_short,219.03999999999692,219.4571428571452,go_short,go_short,go_short,1.56908,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
148,282.6,283.6,284.69745607336296,285.99145401903934,281.0,1,281.15,7748.0,286.6079999999995,0,0,go_short,284.479999999997,284.72857142857373,go_short,go_short,go_short,-1.943943,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
149,332.6,333.6,323.9350279046958,323.7322750807572,235.0,1,276.5,756090.0,324.02599999999944,0,0,go_short,324.999999999998,328.2214285714296,go_short,go_short,go_short,0.1140702,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
150,232.25,232.25,233.60645111651056,234.9383567012555,224.45,1,228.95,73736.0,235.5539999999994,0,0,go_short,232.25999999999783,232.8857142857155,go_short,go_short,go_short,0.8024704,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
151,246.95,246.95,249.50300270525716,251.4459792346798,244.5,1,246.25,69974.0,252.15799999999945,0,0,go_short,248.28999999999863,248.6000000000012,go_short,go_short,go_short,-0.8077112,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
152,265.6,265.6,265.5598950099493,266.95765324376777,260.0,1,260.0,67537.0,267.2839999999995,0,0,go_short,265.1499999999997,265.21428571428663,go_short,go_short,go_short,-0.432183,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
153,0.4689,0.4822,0.4614098040113973,0.4469437957476013,0.4663,0,0.4783,8972.0,0.4432999999999938,0,0,go_short,0.4686999999999939,0.4680571428571499,go_short,go_short,go_short,1.420853,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
154,1.0491,1.0736,1.0159973117866354,0.9998054732804104,1.049,0,1.0649,1562.0,1.0008799999999929,0,0,go_short,1.034439999999995,1.0223285714285804,go_short,go_short,go_short,-2.354617,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
155,184.35,196.0,221.38095890240916,234.4336057169327,159.95,1,186.6,452281.0,238.51999999999967,0,0,go_short,210.23000000000064,218.8285714285721,go_short,go_short,go_short,3.2684545,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
156,1.3091,1.3091,1.327698380808626,1.361650370578643,1.1536,1,1.1644,17013.0,1.356367999999995,0,0,go_short,1.2986999999999966,1.3321000000000072,go_short,go_short,go_short,-3.135397,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
157,1.1895,1.1905,1.2129332301866864,1.2419881844037193,1.1508,1,1.1611,6469.0,1.2541439999999964,0,0,go_short,1.1924799999999935,1.197971428571434,go_short,go_short,go_short,3.118923,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
158,0.8343,0.854,0.825310915641324,0.8165623510506904,0.8343,0,0.8448,10312.0,0.8132959999999967,0,0,go_short,0.8313999999999944,0.8298000000000042,go_short,go_short,go_short,-0.336235,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
159,0.8769,0.8782000000000001,0.8698164249179298,0.8641251342315862,0.874,0,0.8782000000000001,920.0,0.8638239999999955,0,0,go_short,0.8729399999999942,0.8717142857142898,go_short,go_short,go_short,2.221659,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
160,472.0,472.0,475.0785505503237,481.3459068882104,415.25,1,434.15,318193.0,483.7939999999994,0,0,go_short,469.450000000001,474.3000000000006,go_short,go_short,go_short,-3.2103918,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
161,327.6,327.95,334.4430563124217,341.4666517335412,321.0,0,324.5,11441.0,345.38800000000003,0,0,go_short,328.2500000000006,330.1214285714288,go_short,go_short,go_short,3.6473625,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
162,190.95,192.85,191.2258492292983,191.07443019943025,190.95,0,192.75,2086.0,190.942,0,0,go_short,191.33,191.4642857142857,go_short,go_short,go_short,6.521178,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
163,0.6424000000000001,0.6614,0.6308103999223346,0.620738142087857,0.6417,0,0.6614,7926.0,0.6198319999999943,0,0,go_short,0.6386799999999939,0.6334285714285777,go_short,go_short,go_short,1.827603,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
164,0.3759,0.38,0.3732702178933178,0.3690733814245205,0.374,1,0.3741,8298.0,0.3678759999999935,0,0,go_short,0.3748999999999926,0.3750571428571435,go_short,go_short,go_short,-0.93665209,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
165,0.46197,0.46523,0.4505665136121113,0.4400653401709316,0.45713,1,0.45767,21376.0,0.4369067999999941,0,0,go_short,0.4578499999999931,0.4554585714285717,go_short,go_short,go_short,1.59115949,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
166,0.5488900000000001,0.5555500000000001,0.5174988433497995,0.50459400092466,0.53119,1,0.5329,49954.0,0.5002911999999942,1,0,go_short,0.5345519999999919,0.5231028571428581,go_short,go_short,go_short,0.72735941,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
167,0.44871,0.47238,0.4401828655206953,0.4242852305034775,0.44871,0,0.4661,49083.0,0.4219443999999941,0,0,go_short,0.4483519999999917,0.4452142857142863,go_short,go_short,go_short,-0.89681786,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
168,258.0,258.0,263.0747977826645,264.3958035996143,251.75,1,257.35,43386.0,264.78199999999947,0,0,go_short,262.4300000000001,263.0214285714291,go_short,go_short,go_short,0.0876378,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
169,415.06,415.32,419.23521843205,422.0598131910398,412.93,1,413.43,23277.0,423.4048000000005,0,0,go_short,415.5679999999987,416.91000000001935,go_short,go_short,go_short,-1.82394098,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
170,0.13255,0.13551,0.1410562873862721,0.1434878075364031,0.12668,1,0.13236,1820.0,0.1441912000000004,0,0,go_short,0.1384699999999994,0.1401442857142839,go_short,go_short,go_short,15.1904963,first_buy,go_short,go_short,trailing_stop_loss,go_long,go_short
171,344.57,345.05,348.0200203245099,349.8756867700023,341.04,1,343.51,121122.0,351.44240000000286,0,0,go_short,345.90399999999784,346.88000000002154,go_short,go_short,go_short,0.40720081,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
172,11.4968,11.4968,11.47487780965211,11.500764534724595,11.1397,1,11.2439,11247.0,11.491296000000162,1,0,go_short,11.46079999999848,11.48082857142826,go_short,go_short,go_short,0.80466352,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
173,10.2302,10.466,10.21234500076379,10.16559435792941,10.2221,0,10.4225,18966.0,10.164228000000136,0,0,go_short,10.235919999998462,10.21154285714253,go_short,go_short,go_short,-0.9769072,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
174,11.157,11.157,11.206579375154336,11.169568104407166,10.941,1,10.982,17252.0,11.235200000000168,1,0,go_short,11.15599999999847,11.190857142856853,go_short,go_short,go_short,-3.30056307,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
175,3.9,3.905,3.872026534246956,3.856376068376068,3.876,0,3.888,17.0,3.85356,0,0,go_short,3.8852,3.8775714285714287,go_short,go_short,go_short,0.653826,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
176,4.219,4.225,4.241053268241177,4.2480210003030585,4.211,0,4.217,23.0,4.277560000000003,0,0,go_short,4.226799999999986,4.233571428571418,go_short,go_short,go_short,0.712426,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
177,4.6370000000000005,4.65,4.701362717006044,4.746068558656266,4.5600000000000005,1,4.589,14542.0,4.765800000000006,0,0,go_short,4.681199999999971,4.684142857142839,go_short,go_short,go_short,-2.082274,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
178,11.0609,11.0609,11.126578806648515,11.17135885182961,10.9609,1,11.0294,2903.0,11.16796800000024,0,0,go_short,11.10689999999853,11.121585714285269,go_short,go_short,go_short,-3.5952104,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
179,1.295,1.314,1.5121588189689394,1.6817262379095672,1.165,1,1.169,31907.0,1.7287199999999965,0,0,go_short,1.4119999999999784,1.451285714285652,go_short,go_short,go_short,9.89144,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
180,2.658,2.66,2.7134180141235538,2.7545874275090463,2.3,1,2.461,76825.0,2.77064,0,0,go_short,2.6849999999999663,2.705285714285651,go_short,go_short,go_short,2.086108,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
181,3.001,3.005,3.0367626911926595,3.054004357007662,2.974,1,3.005,6696.0,3.057000000000015,0,0,go_short,3.021199999999955,3.027571428571334,go_short,go_short,go_short,3.45849,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
182,4.243,4.243,4.274421499277543,4.259646250236564,4.165,1,4.186,22151.0,4.298160000000016,0,0,go_short,4.236599999999951,4.251714285714197,go_short,go_short,go_short,-1.501262,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
183,4.118,4.128,4.08606369920609,4.106386397181595,3.38,1,3.641,122440.0,4.1202800000000135,0,0,go_short,4.0713999999999455,4.110999999999916,go_short,go_short,go_short,7.717776,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
184,4.987,5.041,5.428483518251442,5.563814458351396,4.524,1,4.968,53642.0,5.587040000000007,0,0,go_short,5.332799999999944,5.418285714285612,go_short,go_short,go_short,0.24786,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
185,5.21,5.211,5.334942679952642,5.393296254704774,5.092,1,5.171,12847.0,5.422879999999988,0,0,go_short,5.291599999999934,5.322285714285657,go_short,go_short,go_short,-0.384967,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
186,2.435,2.44,2.500400564818551,2.5333615388266306,2.393,1,2.419,12220.0,2.55484,0,0,go_short,2.4691999999999727,2.4794285714285125,go_short,go_short,go_short,0.971728,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
187,12.6009,12.6034,12.254165720685924,11.995156855721175,12.5775,0,12.6034,119.0,12.02444800000016,1,0,go_short,12.38583999999998,12.31328571428563,go_short,go_short,go_short,-3.2364515,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
188,12.28,12.28,12.343623044970911,12.514204091313944,11.989,1,11.989,128.0,12.467964000000164,0,0,go_short,12.27387999999996,12.34919999999988,go_short,go_short,go_short,-0.398426,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
189,12.3062,12.3062,12.650906028884805,12.817342252920303,12.3037,1,12.3037,2.0,12.725924000000203,1,0,go_short,12.60473999999994,12.660814285714192,go_short,go_short,go_short,-0.7402449,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
190,9.943,9.953,10.067448915838154,10.198093692571716,9.914,0,9.95,70874.0,10.272239999999918,0,0,go_short,9.985199999999743,9.987714285714269,go_short,go_short,go_short,0.99272107,first_buy,go_short,go_short,trailing_stop_loss,go_long,go_short
191,11.22,11.297,11.4254940741304,11.53794628021176,11.114,0,11.262,49258.0,11.56307999999994,0,0,go_short,11.313999999999762,11.371285714285696,go_short,go_short,go_short,-0.84546825,first_buy,go_short,go_short,trailing_stop_loss,go_long,go_short
192,12.332,12.368,12.785806511851291,13.055829143410858,10.282,1,11.753,2321510.0,13.141719999999944,0,0,go_short,12.530399999999782,12.72657142857136,go_short,go_short,go_short,-1.59968192,first_buy,go_short,go_short,trailing_stop_loss,go_long,go_short
193,5.0373,5.0373,5.34612941884305,5.644861111111111,4.5685,0,4.8,11148.0,5.620948000000001,0,0,go_short,5.102559999999999,5.247728571428572,go_short,go_short,go_short,0.1778032,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
194,4.4378,4.7229,4.282732640374026,4.195572223954659,4.3751,0,4.6265,16254.0,4.1685840000000045,0,0,go_short,4.376180000000002,4.301742857142856,go_short,go_short,go_short,0.8351472,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
195,4.1578,4.2,4.042930281482558,3.971079497421993,4.1578,0,4.2,985.0,3.932880000000003,0,0,go_short,4.108239999999987,4.072399999999986,go_short,go_short,go_short,0.82404,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
196,3.7212,3.8155,3.6776257782013095,3.634741240856596,3.7212,0,3.8155,921.0,3.625540000000006,0,0,go_short,3.7069199999999594,3.685514285714256,go_short,go_short,go_short,0.5522336,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
197,3.4999,3.5055,3.458698277369155,3.442315744460309,3.4999,0,3.5055,70.0,3.4395559999999974,0,0,go_short,3.4742999999999498,3.468499999999979,go_short,go_short,go_short,-0.3731614,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
198,3.5807,3.8688,3.4833476002992243,3.345374712023961,3.5793,0,3.7771,16841.0,3.2919400000000074,0,0,go_short,3.6305799999999344,3.5673857142856997,go_short,go_short,go_short,-1.6611556,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
199,4.6,4.6329,4.362870432457041,4.32199347934633,4.5212,0,4.5212,354.0,4.312427999999999,0,0,go_short,4.373239999999937,4.357742857142849,go_short,go_short,go_short,-2.3118684,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
200,5.6192,5.65,5.226931714042784,4.984871383718966,5.6158,0,5.6158,351.0,4.914319999999998,0,0,go_short,5.360279999999933,5.331842857142846,go_short,go_short,go_short,-1.4940784,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
201,6.6854,7.0254,6.6382129309203775,6.572969629990582,6.6854,0,7.0,2193.0,6.606695999999991,0,0,go_short,6.69585999999993,6.644571428571416,go_short,go_short,go_short,-0.9252097,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
202,7.8431,7.9311,7.441341862369677,7.1753506042411175,7.6979,0,7.766,2031.0,7.177223999999995,1,0,go_short,7.596659999999927,7.498714285714271,go_short,go_short,go_short,-2.2000377,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
203,9.8648,10.0112,9.733467700770907,9.58039348184704,9.8648,0,9.9018,364.0,9.489023999999992,0,0,go_short,9.829279999999931,9.809071428571416,go_short,go_short,go_short,-3.742062,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
204,12.2573,12.2608,12.495259799243025,12.656160649123663,12.2573,1,12.2608,6.0,12.656416000000004,0,0,go_short,12.420519999999916,12.441285714285703,go_short,go_short,go_short,-2.4560508,second_buy,do_nothing,do_nothing,trailing_stop_loss,go_short,go_short
205,4.816,4.816,4.860590861997433,4.910204616723132,4.772,0,4.799,357.0,4.920359999999993,0,0,go_short,4.8265999999999325,4.83071428571422,go_short,go_short,go_short,1.928826,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
206,8.112,8.158,8.23234990948638,8.259836333645529,8.032,1,8.08,138209.0,8.262079999999923,0,0,go_short,8.206999999999738,8.23228571428569,go_short,go_short,go_short,1.95792122,first_buy,go_short,go_short,trailing_stop_loss,go_long,go_short
207,6.361,6.361,6.210462205294904,6.142584917204637,5.757,1,6.0,9119.0,6.167319999999987,1,0,go_short,6.237399999999931,6.249857142857076,go_short,go_short,go_short,-1.132848,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
208,5.855,5.855,6.079064304088435,6.209789996230525,5.357,1,5.568,11016.0,6.258639999999986,0,0,go_short,5.961199999999915,6.022285714285652,go_short,go_short,go_short,6.541219,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
209,6.741,7.309,6.837812974631621,6.815895134190252,6.741,0,7.175,49435.0,6.8174800000000335,0,0,go_short,6.842600000000137,6.823428571428589,go_short,go_short,go_short,1.30334986,first_buy,go_long,go_long,trailing_stop_loss,go_long,go_short
