,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),exit_reason,action
0,0.437,0.4489,0.4335205906811878,0.4275649382837082,0.4368,0,0.444,3393057.5,0.4238720000000022,0,0,0.4374999999999645,0.4370857142856909,-17.88454316,second_buy,go_long,go_short,do_nothing,do_nothing,force_exit,do_nothing
1,95.71,98.64,95.00338177730612,92.86265032240478,95.68,1,97.24,158827.699,92.22000000000143,0,0,96.6219999999988,96.5528571428604,2.51689387,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
2,2.941,2.946,2.954569800136841,2.978339645912184,2.8,1,2.848,452328.0,2.9903199999999246,0,0,2.9343999999996564,2.944428571428697,19.22903614,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
3,3251.1,3321.73,3220.306178538858,3198.10911947566,3243.2,0,3302.17,315170.977,3193.438799999991,0,0,3249.675999999969,3233.615714285663,4.41635148,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
4,1.6892,1.7862,1.638430223723785,1.6060132984246702,1.6824,0,1.75,11636862.0,1.6058600000000025,0,0,1.648860000000025,1.6368142857143149,-0.00028323,first_buy,go_long,go_long,go_short,go_short,force_exit,do_nothing
5,0.13845,0.14966,0.1313091798832434,0.1234885273533789,0.13784,0,0.14572,82126794.0,0.1206608000000014,0,0,0.1380199999999928,0.1340985714285767,0.95856722,first_buy,go_long,go_short,go_short,go_short,force_exit,go_long
6,3.4728,3.8067,3.2996289811449264,3.2297069120555326,3.3892,0,3.6249,17077990.0,3.218687999999992,0,0,3.329280000000168,3.287257142857215,1.7192783,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
7,13.102,13.416,12.928402370147484,12.84252473160917,13.041,0,13.414,209566.1,12.8285199999997,0,0,12.99899999999978,12.934428571428429,6.26513423,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
8,29.396,30.162,28.34273240022113,27.82652549318952,29.185,1,29.373,871930.87,27.766319999999965,1,0,29.35959999999862,28.666142857143196,-5.57768794,second_buy,go_short,go_short,do_nothing,do_nothing,force_exit,do_nothing
9,188.87,192.91,186.4481798062652,184.5108722363217,188.87,0,191.04,38960.5,184.00720000000027,0,0,188.51800000000327,187.57285714286215,2.05313071,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
10,0.1913,0.1935,0.1869321818639507,0.1835257217169082,0.19,0,0.1935,1741239.0,0.1829120000000028,0,0,0.1895799999999984,0.1883428571428522,1.6196093,first_buy,go_long,go_short,go_short,go_short,force_exit,go_long
11,1.2832,1.3245,1.2534238588594004,1.2201143661767664,1.2817,0,1.3207,131861695.1,1.214787999999997,0,0,1.2850199999999905,1.2711142857143027,19.03531133,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
12,1.3147,1.3485,1.2469459291233171,1.1590043163244907,1.2821,0,1.3305,44174736.0,1.1521240000000266,0,0,1.2810799999999805,1.2726571428571236,-3.64048404,second_buy,go_long,go_short,do_nothing,do_nothing,force_exit,do_nothing
13,5.483,5.572,5.418126455441186,5.343380937706814,5.469,0,5.554,134478.5,5.3136000000000685,0,0,5.482399999999989,5.454857142857143,4.33310036,first_buy,go_long,go_long,go_short,go_short,force_exit,go_long
14,72.62,73.55,71.8604075833919,71.13647221061018,72.34,0,73.29,7696.431,71.2055999999985,0,0,72.42600000000132,72.17571428571071,-1.64906169,first_buy,go_long,go_long,go_short,go_short,force_exit,do_nothing
15,0.021744,0.022237,0.020802051680993,0.020277204356622,0.021448,0,0.02222,1577162141.0,0.02008968,0,0,0.0211517999999999,0.0209421428571428,-10.2375668,second_buy,do_nothing,go_short,do_nothing,do_nothing,force_exit,do_nothing
16,0.6473,0.6679,0.6347285548813005,0.617815350565397,0.6446000000000001,1,0.6665,9013508.0,0.6095440000000031,0,0,0.6506200000000111,0.647071428571423,-6.46321859,second_buy,go_long,go_short,do_nothing,do_nothing,force_exit,do_nothing
17,0.5829,0.6214000000000001,0.5782112171945576,0.5663246990015799,0.5744,0,0.6172000000000001,11565338.0,0.5616440000000033,1,0,0.5869799999999992,0.583257142857187,-1.75602456,second_buy,go_long,go_short,do_nothing,do_nothing,force_exit,do_nothing
18,7.404,7.537,7.28025393803895,7.138545775588762,7.393,0,7.531,339526.8,7.111479999999999,0,0,7.382999999999998,7.335,22.36666209,first_buy,go_long,go_long,go_short,go_short,roi,go_long
19,9.256,9.712,9.128952064843322,8.867198344257714,9.245,0,9.642,248455.7,8.85184,0,0,9.25059999999982,9.169142857142916,24.08139274,first_buy,go_long,go_long,go_short,go_short,roi,go_long
20,1.2904,1.308,1.2433935611134748,1.2081244987240696,1.2746,0,1.2787,172480356.3,1.2037159999999998,0,0,1.2613799999999968,1.2573000000000012,22.84676498,first_buy,go_long,go_long,go_short,go_short,roi,go_long
21,0.8902,0.9316,0.8618336487094236,0.8264174045968968,0.8744000000000001,0,0.9176,178527110.7,0.8282559999999993,1,0,0.8838399999999977,0.8725571428571444,22.72440288,first_buy,go_long,go_long,go_short,go_short,roi,go_long
22,4.9190000000000005,4.933,5.054369079843849,5.2102297956345724,4.767,1,4.781,418705.4,5.244079999999992,0,0,4.942599999999838,5.028428571428626,24.22705384,first_buy,go_long,go_long,go_short,go_short,roi,go_long
23,0.6473,0.6644,0.6354743033084831,0.626166128798138,0.6452,0,0.6631,94748258.9,0.6236799999999998,0,0,0.6401799999999973,0.636457142857144,23.82513945,first_buy,go_long,go_long,go_short,go_short,roi,go_long
24,0.4428,0.4428,0.4435008374499235,0.443123674082911,0.4383,1,0.4393,7467476.0,0.4446560000000002,0,0,0.4427200000000003,0.443328571428571,23.45773934,first_buy,go_long,go_long,go_short,go_short,roi,go_long
25,9.109,9.614,8.91492553611554,8.785316502919434,8.992,0,9.584,1953472.2,8.746519999999967,0,0,9.001399999999828,8.924000000000051,23.78030456,first_buy,go_long,go_long,go_short,go_short,roi,go_long
26,2526.04,2538.73,2607.948309422673,2676.149516892771,2112.0,1,2317.02,1054584.845,2697.4571999999944,0,0,2550.0719999999765,2591.611428571367,22.83033606,first_buy,go_long,go_long,go_short,go_short,roi,go_long
27,2524.52,2551.0,2500.131987735992,2470.760588634318,2524.4,1,2542.95,123593.535,2461.683999999997,0,0,2526.1059999999825,2519.1228571428223,23.69707944,first_buy,go_long,go_long,go_short,go_short,roi,go_long
28,5.567,5.616,5.623421640010159,5.756085407847583,5.384,1,5.424,373887.8,5.7588799999999605,0,0,5.561199999999737,5.596571428571509,24.18034028,first_buy,go_long,go_long,go_short,go_short,roi,go_long
29,3.809,3.812,3.791672546501289,3.779029819535201,3.76,1,3.778,162937.2,3.775759999999936,1,0,3.8031999999997126,3.800857142857229,24.0800597,first_buy,go_long,go_long,go_short,go_short,roi,go_long
30,1723.89,1728.0,1718.5218850918911,1693.4374310993026,1713.15,1,1716.9,101024.763,1683.6912000000025,0,0,1732.5420000000256,1731.2114285713767,22.74948802,first_buy,go_long,go_long,go_short,go_short,roi,go_long
31,6.521,6.651,6.482953343448626,6.4300388376985085,6.516,0,6.635,140876.8,6.414679999999986,0,0,6.500199999999846,6.48285714285719,23.55940602,first_buy,go_long,go_long,go_short,go_short,roi,go_long
32,1.2415,1.2523,1.2718457173589883,1.2977205727092664,1.0816,1,1.1514,311749204.7,1.3145600000000028,0,0,1.247019999999995,1.2634428571428604,23.60425173,first_buy,go_long,go_long,go_short,go_short,roi,go_long
33,7.064,7.12,7.479670653398359,7.8875399529319,6.707,1,6.791,365035.6,7.904599999999997,0,0,7.306199999999825,7.411571428571485,24.11323963,first_buy,go_long,go_long,go_short,go_short,roi,go_long
34,0.8748,0.88,0.8595299630575463,0.8505117790043238,0.8693000000000001,0,0.8701000000000001,27143154.3,0.8491200000000056,0,0,0.8653399999999903,0.8611571428571432,23.86404523,first_buy,go_long,go_long,go_short,go_short,roi,go_long
35,0.7595000000000001,0.7746000000000001,0.8333778282741592,0.8730445507812331,0.5764,1,0.6426000000000001,209312531.4,0.8868800000000024,0,0,0.8022999999999912,0.8278000000000113,24.13063583,first_buy,go_long,go_long,go_short,go_short,roi,go_long
36,0.5732,0.5782,0.5940784988520711,0.608969397108401,0.5468000000000001,1,0.5643,90924298.9,0.6132200000000031,0,0,0.5846999999999942,0.5900000000000117,23.95047331,first_buy,go_long,go_long,go_short,go_short,roi,go_long
37,0.3155,0.3158,0.3192298872743971,0.325273211608235,0.3047,1,0.3059,58000943.3,0.3255160000000004,0,0,0.3162199999999984,0.317471428571438,24.61735563,first_buy,go_long,go_long,go_short,go_short,roi,go_long
38,1208.61,1229.86,1206.8965733356436,1204.0687867039546,1206.98,0,1222.98,83416.019,1199.428,0,0,1209.6700000000328,1208.171428571379,23.83240351,first_buy,go_long,go_long,go_short,go_short,roi,go_long
39,21.077,22.909,19.97439121774908,19.320789702724856,20.901,0,22.298,1847701.9,19.04135999999998,1,0,20.61979999999993,20.192857142857186,23.49149915,first_buy,go_long,go_long,go_short,go_short,roi,go_long
40,0.4745,0.4758,0.4819725222037809,0.4848446483561255,0.4709,1,0.4746,60355371.5,0.4860439999999973,0,0,0.4789399999999967,0.4810857142857209,22.93259012,first_buy,go_long,go_long,go_short,go_short,roi,go_long
41,0.5578000000000001,0.5603,0.5474825304351236,0.5632417096295965,0.4082,1,0.4227,307001138.1,0.5682999999999939,0,0,0.5365199999999928,0.5472142857142904,23.35534685,first_buy,go_long,go_long,go_short,go_short,roi,go_long
42,0.6031000000000001,0.604,0.599509687626282,0.5967484571144402,0.6002000000000001,1,0.6002000000000001,11956294.4,0.5991239999999952,1,0,0.6010999999999898,0.6009571428571522,22.30760721,first_buy,go_long,go_long,go_short,go_short,roi,go_long
43,0.9165,0.934,0.9061938730276802,0.8979526406564904,0.9147,0,0.9329,55543967.4,0.8951759999999969,0,0,0.9162599999999912,0.9097142857143028,23.86993089,first_buy,go_long,go_long,go_short,go_short,roi,go_long
44,14.75,15.181,14.259323422033626,13.867544792421215,14.75,1,14.797,836472.4,13.842160000000003,0,0,14.597799999999996,14.457000000000011,21.39758804,first_buy,go_long,go_long,go_short,go_short,roi,go_long
