,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
0,25.987,26.182,25.427005497797307,25.008978632478637,25.26,0,25.289,390485.31,24.972240000000003,0,0,go_long,25.630600000000005,25.616571428571422,go_long,go_long,go_long,5.46334247,first_buy,long-exit-profit,go_long,go_long
1,96.22,96.27,94.9443951984182,93.82874892642032,95.63,1,95.92,6735.0,93.2868000000003,1,0,go_long,95.87000000000508,95.56857142857396,go_long,go_long,go_long,0.40722845,first_buy,long-exit-profit,go_long,go_long
2,94.3,94.79,95.17686483822702,94.52887328804104,93.03,1,93.44,35307.3,94.60160000000036,0,0,go_long,95.1600000000051,95.43428571428812,go_long,go_long,go_long,0.28377778,first_buy,long-exit-profit,go_long,go_long
3,92.82,93.48,92.3046727045982,91.13719624080866,92.45,1,92.98,9872.7,91.00200000000036,0,0,go_long,92.74400000000507,92.92571428571672,go_long,go_long,go_long,0.230679,first_buy,long-exit-profit,go_long,go_long
4,93.25,93.38,91.78152019097251,90.52358663017368,92.25,1,92.42,13950.0,90.29640000000036,1,0,go_long,92.75200000000508,92.4171428571453,go_long,go_long,go_long,0.290658,first_buy,long-exit-profit,go_long,go_long
5,91.44,92.0,90.4475835373066,89.46476763369527,91.2,0,91.72,10262.2,89.19560000000034,0,0,go_long,91.21600000000508,91.08857142857384,go_long,go_long,go_long,0.735126,first_buy,long-exit-profit,go_long,go_long
6,91.11,91.16,89.9937323785522,89.11189696794216,89.93,1,90.05,13725.3,88.89200000000035,1,0,go_long,90.89200000000508,90.55142857143098,go_long,go_long,go_long,0.707088,first_buy,long-exit-profit,go_long,go_long
7,89.41,90.07,89.81274838697912,90.07104061411918,89.32,1,89.56,8800.4,89.89440000000033,0,0,go_long,89.59600000000508,89.82714285714522,go_long,go_long,go_long,0.47793389,first_buy,long-exit-profit,go_long,go_long
8,89.11,89.6,89.88540414600661,90.56698429202596,89.0,0,89.29,6835.4,91.0584000000004,0,0,go_long,89.3620000000051,89.6942857142881,go_long,go_long,go_long,0.59470425,first_buy,long-exit-profit,go_long,go_long
9,90.37,90.5,92.18025672398812,92.13308976353332,89.32,1,89.9,15030.6,92.8412000000004,0,0,go_long,91.38800000000508,92.08142857143092,go_long,go_long,go_long,0.34173,first_buy,long-exit-profit,go_long,go_long
