,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action,nlp-exit-short (entry)
43,7.461,7.594,7.587305670065456,7.486957264957265,7.427,0,7.572,2445077.0,7.398040000000001,0,0,go_short,7.604599999999998,7.643,go_short,go_short,go_short,-3.2902133,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
44,9.87,11.468,9.80521108871268,9.38737867624485,9.87,0,10.991,7736507.0,9.359599999999984,0,0,go_short,9.986799999999985,9.917285714285711,go_short,go_short,go_short,-3.4738272,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
45,10.288,10.288,10.126495079285458,10.229801202912313,10.288,0,10.288,20.0,10.17456,0,0,go_short,10.1656,10.121714285714289,go_short,go_short,go_short,-3.6608571,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
46,14.43,15.366,11.616903547874346,11.004567608280036,14.0,0,14.0,240.0,10.63116,1,0,go_short,12.270799999999998,11.90785714285714,go_short,go_short,go_short,-3.368388,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
47,29.555,32.375,28.41864128591562,28.12184398930333,29.555,0,30.296,141.0,28.17247999999998,0,0,go_short,28.526399999999995,28.399999999999977,go_short,go_short,go_short,-3.5935494,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
48,40.288,42.981,30.844782846220657,28.16475888411503,39.926,0,41.363,2730.0,26.99412000000003,0,0,go_short,32.73120000000005,31.18942857142863,go_short,go_short,go_short,-3.4003798,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
49,55.344,60.476,55.215402952386206,53.908528895228336,54.528,0,59.418,3011.0,54.48727999999983,0,0,go_short,55.17940000000007,54.8937142857144,go_short,go_short,go_short,-2.3474074,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
50,28.636,28.636,28.209944873131278,27.63288888888889,28.134,0,28.194,7034.0,27.6402,0,0,go_short,28.685599999999997,28.671142857142858,go_short,go_short,go_short,-3.3478632,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
51,36.676,40.69,32.8914849938135,31.672922955348383,36.15,0,37.903,352670.0,31.05871999999998,0,0,go_short,34.12620000000005,33.086285714285715,go_short,go_short,go_short,-2.9987498,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
52,48.19,54.431,44.4260447220928,42.06566166805525,47.73,0,49.707,544700.0,41.083839999999945,1,0,go_short,46.587200000000095,45.51171428571433,go_short,go_short,go_short,-1.9652948,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
53,68.596,71.742,64.26074588065188,61.93855448528242,67.767,0,71.093,118467.0,61.48879999999995,0,0,go_short,65.99000000000012,65.09171428571443,go_short,go_short,go_short,-2.8073914,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
54,96.418,99.359,96.0155027676525,93.35804080781612,96.418,0,98.845,41929.0,94.04420000000012,0,0,go_short,96.67620000000004,96.45800000000038,go_short,go_short,go_short,-3.9082538,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
55,6.276,6.298,6.366622230023796,6.608327635327634,6.276,0,6.298,187.0,6.606159999999999,0,0,go_short,6.209800000000003,6.212428571428574,go_short,go_short,go_short,-3.48778948,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
56,1.892,13.219,1.930078953989805,1.9498953184243188,1.88,1,1.891,56895.0,1.944679999999996,0,0,go_short,1.923200000000017,1.930000000000014,go_short,go_short,go_short,-3.58280592,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
57,0.21161,0.21714,0.2135757701265712,0.2168450284900284,0.21161,0,0.21423,3290.0,0.215406,0,0,go_long,0.21153,0.2125485714285714,go_long,go_long,go_long,-3.4668841,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
58,0.13561,0.13571,0.136536228889047,0.1396621942143851,0.12664,1,0.12978,22893.0,0.1396752,0,0,go_long,0.1346000000000005,0.1359985714285716,go_long,go_long,go_long,-3.10019898,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
59,0.08396,0.08495,0.0898892347347799,0.0953161944996348,0.07595,1,0.07723,21699.0,0.0981199999999997,0,0,go_long,0.085562,0.0871300000000008,go_long,go_long,go_long,-3.36298743,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
60,0.04838,0.04838,0.0492107076765651,0.0501938835675062,0.04649,1,0.04653,19280.0,0.0505407999999998,0,0,go_long,0.0484060000000001,0.0488714285714294,go_long,go_long,go_long,-3.36603074,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
61,0.02886,0.02923,0.0299577906791905,0.0309188252365956,0.02697,1,0.02697,14562.0,0.0313391999999999,1,0,go_long,0.0290360000000004,0.0293828571428579,go_long,go_long,go_long,-3.36294758,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
62,0.21091,0.39575,0.2266173408104577,0.2130653107552853,0.20801,0,0.31585,395790.0,0.2085523999999995,0,0,go_short,0.2338740000000022,0.2281100000000012,go_short,go_short,go_short,-2.4922848,second_buy,go_long,go_long,go_long,go_long,go_long,go_long,stop_loss,go_short,go_short
63,0.0004574999999999,0.0004652,0.0004662806630835,0.0004850269230769,0.0004543,0,0.0004632,7218.0,0.0004827639999999,0,0,go_long,0.0004580799999999,0.0004589999999999,go_long,go_long,go_long,-1.83505787,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
64,0.0168,0.0171,0.0173891951894405,0.0175701960776278,0.01656,1,0.01685,27813.0,0.0178024,0,0,go_long,0.0171380000000003,0.0172428571428579,go_long,go_long,go_long,-3.34724625,first_buy,go_long,go_long,do_nothing,do_nothing,go_long,go_long,stop_loss,go_long,go_long
