,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),exit_reason,action
0,5602.0,5705.0,5573.9340992953,5542.696148423916,5593.0,0,5686.0,134.646,5538.799999999935,0,0,5586.800000000047,5581.714285714186,-7.5440247,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
1,176.16,177.18,174.01753279046622,172.8656687802023,175.02,1,175.2,24326.3,172.7012000000003,0,0,174.80200000000323,174.64857142857554,-9.34269334,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
2,1.0893,1.092,1.0624826674873526,1.051859742955359,1.0651,1,1.069,2835414.9,1.047988000000014,0,0,1.0705199999999715,1.0599571428571477,-15.12705182,first_buy,do_nothing,do_nothing,go_short,go_short,force_exit,go_long
3,2168.1,2168.1,2142.9641074935985,2127.458574779166,2154.6,0,2160.8,264.285,2121.0359999999955,0,0,2152.6599999999985,2150.228571428547,-19.39634892,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
4,1.19,1.235,1.1800790069988032,1.1734950261105648,1.189,0,1.218,5178608.8,1.169519999999957,0,0,1.1850000000000187,1.1815714285715555,-16.57680674,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
5,0.9116,0.9124,0.8914484143727041,0.8801796604315419,0.9048,0,0.9111,8487110.0,0.8764160000001101,0,0,0.9008599999997262,0.895671428571548,-13.73979376,first_buy,do_nothing,do_nothing,go_short,go_short,force_exit,go_long
6,1.1414,1.1448,1.1196077383593457,1.1107325578409617,1.1223,1,1.1277,591829.0,1.1079360000000131,0,0,1.1239999999999526,1.1195285714286154,-10.20419953,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
7,2.304,2.307,2.2752942097581847,2.2585277096201257,2.292,0,2.305,112951.8,2.256680000000112,0,0,2.2865999999998463,2.2797142857144537,-4.25282421,first_buy,do_nothing,do_nothing,go_short,go_short,force_exit,go_long
8,16.152,16.212,15.870445437235476,15.766895653151426,15.921,1,15.927,60822.6,15.7512399999997,0,0,15.92059999999979,15.86557142857129,-13.81023906,first_buy,go_short,go_short,go_short,go_short,force_exit,go_long
9,0.2304,0.2308,0.2372800517436944,0.2434264337504078,0.2212,1,0.2294,13902227.3,0.2455919999999921,0,0,0.2333599999999889,0.2348714285713863,-0.08976765,second_buy,go_long,do_nothing,do_nothing,do_nothing,force_exit,go_short
10,2138.7,2150.3,2167.196853211241,2185.678627081725,2123.5,1,2141.1,209.565,2180.7640000000133,0,0,2153.3799999999983,2159.6142857142668,1.0185588,first_buy,go_short,go_short,go_short,go_short,long-exit-profit,go_long
11,3526.0,3534.4,3250.2988735296312,3115.8850237081133,3404.5,1,3461.4,3520.226,3061.168000000007,0,0,3366.679999999975,3323.4571428571285,1.7317645,first_buy,go_short,go_short,go_short,go_short,long-exit-profit,go_long
12,2588.7,2600.8,2560.0693760405043,2546.755785435608,2585.0,0,2593.4,215.284,2547.08800000001,0,0,2568.8999999999824,2563.899999999992,2.52825897,first_buy,go_short,go_short,go_short,go_short,long-exit-profit,go_long
