,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
38,837.7,837.7,862.1709533823985,908.937853185097,697.8,1,697.8,192638.0,920.8580000000009,1,0,go_long,817.8099999999991,840.3714285714337,go_long,go_long,go_long,-1.117855,first_buy,trailing_stop_loss,go_long,go_long
39,230.55,245.4,231.84435098321904,229.9842920499744,230.4,0,244.45,1223899.0,229.17399999999813,0,0,go_long,232.7600000000044,232.00000000001813,go_long,go_long,go_long,0.30190373,first_buy,trailing_stop_loss,go_long,go_long
40,260.5,260.5,260.8093333973422,261.90502160941145,252.05,1,256.1,250840.0,262.0199999999982,0,0,go_long,260.270000000003,260.9357142857322,go_long,go_long,go_long,-0.68932167,first_buy,trailing_stop_loss,go_long,go_long
41,792.15,801.85,823.6162333010651,854.6272785774794,682.55,1,729.75,376010.0,857.9419999999994,0,0,go_long,798.3299999999998,815.5785714285722,go_long,go_long,go_long,4.4568561,first_buy,trailing_stop_loss,go_long,go_long
42,237.2,237.3,239.19994904358632,239.9381201989113,235.1,1,235.1,204747.0,240.15999999999812,0,0,go_long,238.7600000000034,239.2642857143041,go_long,go_long,go_long,7.29652331,first_buy,trailing_stop_loss,go_long,go_long
43,571.55,571.7,575.9040992372952,579.2295805312791,563.55,1,564.35,34400.0,579.874,0,0,go_long,571.9499999999983,575.0142857142855,go_long,go_long,go_long,1.3479224,first_buy,trailing_stop_loss,go_long,go_long
44,517.3,517.3,513.4184037159346,513.409829059829,511.95,0,514.35,2015.0,512.9079999999999,1,0,go_long,515.7499999999999,514.0785714285714,go_long,go_long,go_long,0.4998893,first_buy,trailing_stop_loss,go_long,go_long
45,490.8,492.65,494.7157323093211,492.24557296938247,482.05,0,487.75,670182.0,498.8939999999981,0,0,go_long,489.6900000000034,491.9642857143034,go_long,go_long,go_long,1.47636469,first_buy,trailing_stop_loss,go_long,go_long
46,664.05,664.05,665.8843572661725,669.4092705852516,651.15,1,662.2,458316.0,669.5779999999988,0,0,go_long,664.8200000000045,664.7642857143034,go_long,go_long,go_long,-2.26881662,first_buy,trailing_stop_loss,go_long,go_long
47,0.3759,0.38,0.3732702178933178,0.3690733814245205,0.374,1,0.3741,8298.0,0.3678759999999918,0,0,go_short,0.374899999999994,0.3750571428571425,go_short,go_short,go_short,-0.93665209,second_buy,trailing_stop_loss,go_short,go_short
48,443.3,443.95,447.9684178025025,452.5508512428579,439.75,1,440.9,67116.0,454.3419999999998,0,0,go_long,445.2200000000012,446.09285714287415,go_long,go_long,go_long,0.13139553,first_buy,trailing_stop_loss,go_long,go_long
