,pair,open_date,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
66,BSW/USDT:USDT,2023-06-26 06:15:00+00:00,0.1004,0.114,0.1002586216134102,0.0982607615280083,0.1004,0,0.1092,6867871.0,0.0971600000000007,0,0,0.1010000000000041,0.1014857142857182,16.43752771,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
67,BSW/USDT:USDT,2023-06-29 00:15:00+00:00,0.0999,0.1002,0.09995916962243,0.1003829808764392,0.0996,0,0.1002,132709.0,0.1001160000000007,0,0,0.1000600000000041,0.099942857142861,4.33609526,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
68,BSW/USDT:USDT,2023-07-06 21:15:00+00:00,0.0983,0.0983,0.098388753987943,0.0985749358867531,0.0976,1,0.0979,45145.0,0.0984640000000008,1,0,0.0982200000000039,0.0982714285714326,1.94065918,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
69,BSW/USDT:USDT,2023-07-14 22:45:00+00:00,0.097,0.097,0.096953946528799,0.0976003991741488,0.0966,1,0.0966,8228.0,0.0975360000000007,0,0,0.0968200000000038,0.0968571428571468,8.04029183,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
70,BSW/USDT:USDT,2023-07-18 22:00:00+00:00,0.093,0.093,0.0930522609005329,0.0932093480524251,0.093,1,0.093,14.0,0.0931600000000009,0,0,0.0929600000000038,0.0929857142857183,10.58281053,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
71,BSW/USDT:USDT,2023-07-24 12:15:00+00:00,0.0886,0.0886,0.0889757388661231,0.0895451122727187,0.0882,0,0.0883,51900.0,0.0897680000000007,0,0,0.0886200000000038,0.0886857142857184,8.21303379,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
72,BSW/USDT:USDT,2023-07-28 11:00:00+00:00,0.0851,0.0851,0.0850607771253051,0.0851864072898248,0.085,1,0.085,11086.0,0.0851520000000009,0,0,0.0850800000000039,0.0850571428571471,1.54217097,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
73,BSW/USDT:USDT,2023-08-07 06:15:00+00:00,0.0845,0.0846,0.0843754580874104,0.0842831035084864,0.0844,1,0.0845,7623.0,0.084268000000001,0,0,0.0844400000000039,0.08441428571429,2.43458929,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
74,BSW/USDT:USDT,2023-08-14 06:45:00+00:00,0.0836,0.0836,0.0835449167657232,0.0834538992018721,0.0834,1,0.0834,20813.0,0.0834560000000014,0,0,0.0835600000000038,0.0835714285714329,22.62768361,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
75,BSW/USDT:USDT,2023-08-16 23:15:00+00:00,0.0746,0.075,0.0749658499914391,0.0755361028700342,0.0745,0,0.0748,108692.0,0.0758200000000015,0,0,0.0746200000000037,0.0745857142857185,26.25355889,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
76,BSW/USDT:USDT,2023-08-19 06:30:00+00:00,0.066,0.066,0.0661734207366677,0.0662116636983844,0.066,0,0.066,53.0,0.0663680000000015,0,0,0.0660400000000036,0.0661571428571471,8.03909333,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
77,CTC/USDT:USDT,2023-02-01 00:45:00+00:00,0.6211,0.6481,0.6188955848942252,0.6140057284796786,0.6211,0,0.64475,57955.0,0.6130600000000009,0,0,0.6220999999999999,0.6192571428571412,23.76373011,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
78,BSW/USDT:USDT,2023-08-28 21:00:00+00:00,0.0629,0.063,0.0627365425704597,0.0627292277106134,0.0626,1,0.0626,40200.0,0.0627480000000014,0,0,0.0627400000000037,0.0626714285714328,1.35316579,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
79,BSW/USDT:USDT,2023-09-11 18:00:00+00:00,0.0592,0.0593,0.0593454793506073,0.0595772263935538,0.0592,0,0.0593,16051.0,0.0595840000000014,0,0,0.0592800000000043,0.0592857142857185,1.39516292,second_buy,do_nothing,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
80,CTC/USDT:USDT,2023-02-13 17:30:00+00:00,0.5494,0.5514,0.5503079105902577,0.5513852026784314,0.5494,0,0.5514,30.0,0.5499040000000014,0,0,0.5500899999999983,0.5500999999999979,2.18851237,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
81,CTC/USDT:USDT,2023-05-03 01:15:00+00:00,0.35795,0.3775,0.3487185547571646,0.342462334476501,0.35155,0,0.3775,1397303.0,0.3395060000000014,0,0,0.3544100000000022,0.3499714285714267,36.83068073,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
82,CTC/USDT:USDT,2023-02-23 23:45:00+00:00,0.525,0.525,0.5255957435784792,0.5267830160818734,0.5226000000000001,1,0.5235500000000001,1811.0,0.526046000000001,0,0,0.5251299999999985,0.5252785714285694,7.85864208,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
83,EGLD/USDT:USDT,2023-04-27 01:15:00+00:00,43.2,48.7,42.97600073660615,42.296981141390376,43.1,0,47.2,120956.73,41.83200000000062,0,0,43.79000000000048,43.128571428569295,57.17452973,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
84,EGLD/USDT:USDT,2023-06-08 01:45:00+00:00,35.15,35.2,35.17778045492533,35.21459245802614,35.15,0,35.2,0.52,35.23200000000069,0,0,35.140000000000484,35.14999999999772,28.47382532,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
85,EGLD/USDT:USDT,2023-06-14 11:30:00+00:00,30.7,30.7,30.63889375687247,30.626767852931053,30.65,1,30.65,63.65,30.61600000000068,0,0,30.66000000000049,30.66428571428343,3.05372285,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
86,EGLD/USDT:USDT,2023-08-08 02:15:00+00:00,30.8,30.85,30.848519661368734,30.84589240820583,30.7,0,30.85,262.73,30.852000000000675,0,0,30.83000000000061,30.85714285714067,23.11374074,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
87,EGLD/USDT:USDT,2023-08-20 08:00:00+00:00,27.7,27.75,27.6979370825372,27.707995889211254,27.7,0,27.75,144.32,27.710000000000687,0,0,27.690000000000587,27.671428571426382,8.076303,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
88,EGLD/USDT:USDT,2023-08-21 23:00:00+00:00,26.8,26.8,26.80395569476857,26.80171198162156,26.7,1,26.75,227.43,26.76000000000067,0,0,26.830000000000563,26.828571428569244,13.498875,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
89,EGLD/USDT:USDT,2023-08-26 12:15:00+00:00,25.15,25.15,25.146066096771527,25.160474951152697,25.15,1,25.15,0.91,25.16600000000068,0,0,25.150000000000546,25.14285714285496,3.7201892,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
90,ENS/USDT:USDT,2023-08-04 02:30:00+00:00,8.85,8.86,8.90632237441006,8.985621657982499,8.8,1,8.81,6980.5,9.001199999999807,0,0,8.863999999999958,8.871428571429037,3.5876172,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,roi,go_long
91,ETH/USDT:USDT,2022-02-18 16:15:00+00:00,2798.65,2799.2,2839.1875291726897,2864.4899014666357,2762.35,1,2795.6,10936.54,2874.819999999997,0,0,2816.470000000001,2819.207142857137,40.85819268,first_buy,do_nothing,do_nothing,do_nothing,do_nothing,go_short,go_short,roi,go_long
92,GMX/USDT:USDT,2022-10-10 18:30:00+00:00,42.69,42.735,42.5904253959495,42.85858262108262,42.51,0,42.55,105.68,42.85679999999999,0,0,42.436,42.40285714285715,20.61317919,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,roi,go_short
93,GMX/USDT:USDT,2022-10-24 21:00:00+00:00,36.05,36.33,36.02355439975498,35.995356328567944,36.05,0,36.275,270.52,35.87739999999999,0,0,36.09399999999994,36.11000000000022,36.73901069,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,roi,go_short
94,IOST/USDT:USDT,2022-03-29 00:00:00+00:00,0.03335,0.0334,0.0338186666235459,0.0342212417213755,0.03218,1,0.03291,30730109.0,0.0343483999999998,0,0,0.0334380000000004,0.0336728571428569,4.6579827,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,roi,go_long
95,IOST/USDT:USDT,2023-06-10 04:30:00+00:00,0.0081079999999999,0.0081079999999999,0.0080321615487295,0.0082051087585205,0.006631,1,0.0069489999999999,171740368.0,0.0082794399999998,0,0,0.0079076000000006,0.0080052857142853,13.78375895,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,roi,go_long
96,MANA/USDT:USDT,2022-02-26 00:45:00+00:00,2.7465,2.88,2.735688140062236,2.707968583910685,2.7385,0,2.814,1166518.0,2.6932000000000142,0,0,2.7549000000000103,2.7499999999999774,28.69275559,second_buy,go_long,do_nothing,go_long,go_short,do_nothing,go_long,roi,go_short
97,MKR/USDT:USDT,2022-02-15 17:45:00+00:00,2035.0,2041.5,2032.500150027064,2028.2514245014247,2035.0,0,2035.0,1.474,2027.98,1,0,2035.1,2034.7142857142856,21.42572183,first_buy,do_nothing,do_nothing,do_nothing,do_nothing,go_short,do_nothing,roi,go_long
98,MKR/USDT:USDT,2022-11-08 19:30:00+00:00,708.5,714.5,731.6409596743305,755.0382440551812,651.0,1,654.5,2705.433,764.38,0,0,705.9,716.3571428571429,9.8743758,first_buy,do_nothing,do_nothing,do_nothing,do_nothing,go_short,do_nothing,roi,go_long
99,MKR/USDT:USDT,2023-06-10 04:30:00+00:00,608.5,609.0,602.8596400323916,612.6295045073352,501.5,1,543.5,4261.543,617.14,0,0,595.9,600.6428571428571,49.4765623,first_buy,do_nothing,do_nothing,do_nothing,do_nothing,go_short,do_nothing,roi,go_long
100,OG/USDT:USDT,2023-08-28 18:45:00+00:00,4.292,4.323,4.305984908631693,4.329717663817663,4.2806,0,4.3009,1348.7,4.330979999999999,0,0,4.296579999999999,4.296128571428572,10.61260478,first_buy,go_short,go_short,go_short,do_nothing,go_short,do_nothing,roi,go_long
101,OG/USDT:USDT,2023-11-14 10:15:00+00:00,4.5645,4.5645,4.571986805316153,4.584400637589058,4.5227,1,4.5237,1569.4,4.584851999999993,0,0,4.563179999999983,4.570214285714258,1.72203879,first_buy,go_short,go_short,go_short,do_nothing,go_short,do_nothing,roi,go_long
102,OG/USDT:USDT,2024-01-03 12:15:00+00:00,4.7428,4.7428,4.746509545267677,4.817037259501247,3.84,1,4.2216000000000005,124938.6,4.845107999999994,0,0,4.685679999999984,4.742114285714275,20.77500269,first_buy,go_short,go_short,go_short,do_nothing,go_short,do_nothing,roi,go_long
103,OG/USDT:USDT,2024-02-03 00:15:00+00:00,4.6858,4.6901,4.689411782518799,4.6891323145325154,4.6765,0,4.6901,228.5,4.689811999999992,0,0,4.687279999999992,4.690571428571416,4.51417516,first_buy,go_short,go_short,go_short,do_nothing,go_short,do_nothing,roi,go_long
104,SOL/USDT:USDT,2022-04-01 16:15:00+00:00,132.685,134.52,131.39014377579582,129.00943058606913,132.08,1,134.32,51256.2,128.03520000000037,0,0,133.13700000000108,132.74714285714418,14.57155472,second_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,go_long,roi,go_short
105,SSV/USDT:USDT,2023-09-17 10:15:00+00:00,16.56,16.935,16.441532869457305,16.35350833805097,16.55,0,16.855,10159.28,16.32580000000006,1,0,16.529000000000053,16.470714285714447,1.32432081,second_buy,go_short,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
106,SSV/USDT:USDT,2023-10-01 22:00:00+00:00,16.785,16.825,16.766799774438933,16.75689968106597,16.785,0,16.825,4.07,16.751600000000032,0,0,16.78300000000006,16.767857142857235,14.99969614,second_buy,go_short,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
107,SSV/USDT:USDT,2023-10-05 04:30:00+00:00,15.66,15.705,15.678658631338784,15.683339010184556,15.66,0,15.705,26.64,15.686200000000037,0,0,15.683000000000057,15.679285714285763,29.87904387,second_buy,go_short,go_long,go_long,go_long,do_nothing,go_long,roi,go_short
108,XMR/USDT:USDT,2022-07-16 16:15:00+00:00,140.7,145.55,140.42560741076142,139.5459207689871,140.3,0,143.9,4560.03,139.46200000000093,1,0,141.229999999997,140.6500000000007,8.7459176,second_buy,go_short,go_short,go_long,do_nothing,go_long,go_long,roi,go_short
109,XMR/USDT:USDT,2023-01-14 00:45:00+00:00,172.0,180.45,171.04002177934402,169.4254961501535,171.45,0,176.3,11081.76,169.0820000000014,0,0,172.0799999999972,171.33571428571477,34.61134463,second_buy,go_short,go_short,go_long,do_nothing,go_long,go_long,roi,go_short
110,EGLD/USDT:USDT,2022-11-29 23:00:00+00:00,42.55,42.6,42.48469236013519,42.42670149588476,42.5,1,42.55,97.73,42.3500000000005,0,0,42.55000000000052,42.528571428568966,52.44953837,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
111,CTC/USDT:USDT,2023-02-21 12:00:00+00:00,0.5531,0.5531,0.5536876665980547,0.5557254830795987,0.5515500000000001,1,0.5515500000000001,662.0,0.5559420000000014,1,0,0.5527899999999986,0.553107142857141,10.57017725,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
112,EGLD/USDT:USDT,2022-10-09 23:45:00+00:00,56.7,57.1,56.29495669617657,55.99346598531655,56.6,0,56.95,4826.97,55.886000000000514,0,0,56.54000000000112,56.42857142856873,56.8968564,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
113,DASH/USDT:USDT,2023-09-02 22:15:00+00:00,25.2,25.25,25.19559283007985,25.18652966135491,25.2,0,25.25,10.42,25.18400000000053,0,0,25.21999999999587,25.207142857144078,3.82251366,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
114,CTC/USDT:USDT,2023-02-24 23:15:00+00:00,0.50605,0.5191,0.508719998287835,0.509396804890305,0.50375,0,0.5191,7860.0,0.507826000000001,0,0,0.5083199999999984,0.5079857142857123,9.90922587,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
115,CTC/USDT:USDT,2023-02-28 15:15:00+00:00,0.495,0.4967,0.4934122760339692,0.4950575267762072,0.4946,0,0.4967,688.0,0.4940620000000009,0,0,0.4938099999999977,0.4935071428571412,19.380635,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
116,CTC/USDT:USDT,2023-03-03 10:45:00+00:00,0.45305,0.45305,0.4526005904743727,0.4525886045289856,0.44875,1,0.4497,14295.0,0.449838000000001,0,0,0.4530799999999978,0.4536142857142841,8.14751398,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
117,CTC/USDT:USDT,2023-03-06 12:15:00+00:00,0.4345,0.43685,0.4345011510835915,0.4343583215834487,0.43385,0,0.4362,4255.0,0.4337020000000016,1,0,0.4347899999999979,0.4346571428571413,14.10053589,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
118,CTC/USDT:USDT,2023-03-09 13:15:00+00:00,0.40565,0.40795,0.4057623558449915,0.4044909544511583,0.40565,1,0.40795,3849.0,0.4028680000000016,0,0,0.4061199999999984,0.4071428571428557,15.03152534,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
119,CTC/USDT:USDT,2023-03-11 06:30:00+00:00,0.3794,0.37955,0.3791771426801437,0.3795360504712523,0.3789,0,0.37955,141.0,0.3809900000000016,0,0,0.3790899999999983,0.3788357142857127,9.9522302,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
120,CTC/USDT:USDT,2023-03-11 19:15:00+00:00,0.36075,0.36175,0.3595961528321132,0.3597675119623418,0.36075,1,0.36175,494.0,0.3591320000000016,0,0,0.3611699999999985,0.3605571428571412,0.94527243,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
121,CTC/USDT:USDT,2023-05-26 17:45:00+00:00,0.30995,0.3109,0.3098006107451292,0.308737687021607,0.30995,1,0.3109,1570.0,0.3087180000000011,0,0,0.3102800000000023,0.3102142857142819,16.61108594,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
122,CTC/USDT:USDT,2023-06-08 20:45:00+00:00,0.26055,0.2607,0.260096375400399,0.2600282223563245,0.26055,1,0.2607,331.0,0.2599320000000011,0,0,0.2605800000000031,0.2605142857142812,22.3543015,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
123,CTC/USDT:USDT,2023-06-10 20:30:00+00:00,0.2329,0.2329,0.2322801305406562,0.2313132731865269,0.2321,1,0.2321,242.0,0.2313560000000011,0,0,0.2325100000000028,0.2325285714285666,12.27305004,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
124,CTC/USDT:USDT,2023-06-15 01:15:00+00:00,0.2154,0.21605,0.2152413757556277,0.216709366709785,0.21475,0,0.216,2471.0,0.2162100000000009,0,0,0.2154400000000025,0.2149857142857095,1.77402301,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
125,CTC/USDT:USDT,2023-07-06 18:45:00+00:00,0.21335,0.21385,0.2139274951316628,0.2149386928048794,0.21335,0,0.21335,357.0,0.2149500000000013,0,0,0.2135200000000038,0.2136071428571377,7.99257712,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
126,CTC/USDT:USDT,2023-07-15 21:15:00+00:00,0.2052,0.20565,0.2053402128862922,0.2054397003388289,0.2052,0,0.20565,77.0,0.2053260000000012,0,0,0.2052900000000045,0.2053071428571378,14.0120803,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
127,CTC/USDT:USDT,2023-08-06 00:15:00+00:00,0.2209,0.24165,0.2248605977669851,0.2213168243039176,0.2193,0,0.24095,1438437.0,0.2202560000000013,0,0,0.2254700000000052,0.2253357142857089,69.06418612,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
128,CTC/USDT:USDT,2023-08-23 04:15:00+00:00,0.1629,0.1629,0.1627773816009604,0.1627150009230277,0.16185,1,0.162,8017.0,0.1625900000000009,0,0,0.1627600000000052,0.1628214285714241,19.8957384,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
129,CTC/USDT:USDT,2023-09-02 12:00:00+00:00,0.1943,0.20535,0.1895724786265911,0.1861974825344212,0.19135,0,0.1993,2300518.0,0.1883840000000008,0,0,0.1924600000000055,0.1907785714285671,70.3360457,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
130,DASH/USDT:USDT,2022-08-09 03:15:00+00:00,57.3,58.45,56.57375872687833,56.03377674560606,57.3,0,57.8,3530.55,55.87,1,0,56.94999999999752,56.72142857142923,71.13441338,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
131,DASH/USDT:USDT,2022-10-20 06:00:00+00:00,40.2,40.3,40.05267733008619,39.97448465902594,40.2,1,40.25,57.93,39.79000000000013,0,0,40.23999999999722,40.20714285714384,38.16031472,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
132,DASH/USDT:USDT,2023-03-13 15:00:00+00:00,55.15,55.8,53.575372169119696,53.0457268481367,54.95,0,55.35,5426.79,52.56800000000037,0,0,54.45999999999607,53.88571428571519,29.1670254,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
133,DASH/USDT:USDT,2023-05-05 00:15:00+00:00,48.65,48.85,48.658070392263376,48.65468604123696,48.65,0,48.85,259.84,48.61600000000037,0,0,48.69999999999621,48.65000000000089,29.35785194,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
134,DASH/USDT:USDT,2023-06-30 08:45:00+00:00,37.45,38.35,36.88411575222324,36.31038754319299,37.45,0,38.0,2600.74,36.40000000000053,0,0,37.25999999999623,37.07142857142964,24.36815954,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
135,DASH/USDT:USDT,2023-07-07 20:45:00+00:00,33.8,33.85,33.781858388207354,33.77663744546223,33.7,1,33.75,62.16,33.80200000000052,1,0,33.809999999996194,33.7928571428583,5.47380049,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
136,DASH/USDT:USDT,2023-07-17 02:15:00+00:00,32.9,32.95,32.847893255920674,32.95053868487373,32.85,0,32.85,1433.52,32.88600000000052,0,0,32.84999999999614,32.80714285714408,4.11533406,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
137,DASH/USDT:USDT,2023-07-29 17:00:00+00:00,32.25,32.3,32.27681536902535,32.27776458557817,32.2,0,32.3,114.27,32.27200000000051,0,0,32.25999999999601,32.264285714286935,1.63713937,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
138,DASH/USDT:USDT,2023-08-14 05:15:00+00:00,32.2,32.2,32.12466717846579,32.10061155981823,32.15,0,32.2,110.33,32.054000000000514,0,0,32.15999999999589,32.142857142858375,38.26240596,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
139,DASH/USDT:USDT,2023-08-20 03:00:00+00:00,26.7,26.75,26.73778469297953,26.69812702218713,26.7,1,26.7,166.01,26.684000000000527,0,0,26.709999999995887,26.728571428572646,10.20209508,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
140,DASH/USDT:USDT,2023-08-26 10:30:00+00:00,25.5,25.5,25.46568162415374,25.46237652195139,25.45,0,25.5,87.86,25.442000000000533,0,0,25.47999999999589,25.478571428572646,2.30067942,second_buy,do_nothing,go_long,do_nothing,go_long,go_long,go_long,roi,go_short
141,EGLD/USDT:USDT,2022-03-28 08:45:00+00:00,207.6,210.05,206.00450512562853,203.17948118478023,207.6,0,209.5,1889.6,202.368,0,0,207.1100000000012,206.99285714285529,29.27084938,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,roi,go_short
142,BCH/USDT:USDT,2023-03-18 01:00:00+00:00,135.7,137.25,134.95572632659616,133.78723475110613,135.7,0,137.15,1947.97,133.59000000000245,0,0,135.66999999999464,135.37857142856973,40.76482512,second_buy,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,roi,go_short
143,CTC/USDT:USDT,2023-06-06 22:15:00+00:00,0.286,0.28725,0.2866437656805314,0.2855689879470154,0.286,0,0.28725,460.0,0.2865500000000012,0,0,0.2863700000000032,0.2865714285714241,19.455422,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,roi,go_short
144,BCH/USDT:USDT,2022-03-22 10:00:00+00:00,363.0,368.8,360.15381296785944,355.46111269534885,361.6,0,366.2,2085.65,355.7120000000021,0,0,362.8599999999907,362.2357142857126,6.25579194,second_buy,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,roi,go_short
145,BAL/USDT:USDT,2022-12-25 23:45:00+00:00,5.43,5.445,5.422950848847119,5.42097820538147,5.42,0,5.44,146.58,5.41100000000001,0,0,5.429999999999928,5.430000000000048,10.08413554,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
146,BAL/USDT:USDT,2023-08-19 05:45:00+00:00,3.67,3.67,3.6648468957832914,3.6592860291155898,3.66,1,3.66,467.77,3.6627999999999954,1,0,3.666999999999817,3.665714285714283,10.45376103,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
147,BAL/USDT:USDT,2022-10-19 12:30:00+00:00,5.735,5.775,5.691389188757532,5.636192973134924,5.715,0,5.765,24082.16,5.636200000000008,0,0,5.71899999999994,5.706428571428615,14.03896609,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
148,BAL/USDT:USDT,2023-08-05 23:15:00+00:00,4.23,4.235,4.231539069241995,4.238336067949168,4.23,0,4.23,100.12,4.24299999999999,0,0,4.227999999999828,4.228571428571427,30.2558633,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
149,BAL/USDT:USDT,2023-06-16 00:15:00+00:00,4.255,4.265,4.252661987159204,4.241668913302468,4.25,1,4.255,1816.48,4.2448,0,0,4.252999999999821,4.253571428571484,1.86530974,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
150,BAL/USDT:USDT,2023-06-12 23:00:00+00:00,4.495,4.495,4.475355191762587,4.460799313757774,4.49,1,4.49,97.92,4.448599999999996,0,0,4.490999999999818,4.486428571428627,10.56987706,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
151,BAL/USDT:USDT,2023-06-08 21:45:00+00:00,4.96,4.96,4.957680855238088,4.964365279382295,4.94,1,4.94,132.01,4.964799999999989,1,0,4.954999999999824,4.956428571428629,18.75046595,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
152,BAL/USDT:USDT,2023-05-26 20:30:00+00:00,5.205,5.205,5.201997274681539,5.202636137135388,5.205,0,5.205,50.88,5.206399999999983,0,0,5.203999999999818,5.203571428571469,10.92243173,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
153,BAL/USDT:USDT,2022-11-24 18:45:00+00:00,5.795,7.13,5.863959461177218,5.721661685843427,5.795,0,6.625,202390.49,5.648800000000012,0,0,5.981999999999924,5.922142857142902,8.95455411,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
154,BAL/USDT:USDT,2023-05-14 21:45:00+00:00,5.565,5.565,5.562121541820572,5.56594002703913,5.565,0,5.565,345.15,5.572999999999992,0,0,5.562999999999805,5.560000000000026,14.17746962,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
155,BAL/USDT:USDT,2023-04-29 23:15:00+00:00,6.135,6.135,6.134106856628857,6.135267071304587,6.11,1,6.12,2697.31,6.134199999999988,0,0,6.129999999999798,6.13214285714289,20.29439657,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
156,BAL/USDT:USDT,2023-03-31 02:45:00+00:00,7.075,7.27,6.940556226962922,6.884370222254027,7.045,0,7.18,31732.68,6.85679999999999,0,0,6.987999999999855,6.961428571428593,34.19650359,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
157,BAL/USDT:USDT,2022-12-02 18:45:00+00:00,6.29,6.29,6.285947159916334,6.27744592634237,6.29,0,6.29,0.14,6.287000000000013,0,0,6.287999999999927,6.285714285714326,7.71824432,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
158,BAL/USDT:USDT,2022-12-10 02:15:00+00:00,5.97,5.97,5.955828819440017,5.950988343265887,5.965,1,5.965,14.05,5.940200000000013,1,0,5.96799999999992,5.962857142857189,18.60879363,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
