,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action,nlp-exit-short (entry)
365,0.4144,0.4144,0.4175924966051778,0.4195676994445719,0.4119,1,0.4132,19471.0,0.4205640000000217,0,0,go_short,0.4158799999999889,0.4159999999999935,go_short,go_short,go_short,0.16172443,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
366,0.4043,0.405,0.4051343823246532,0.4084754373973379,0.4043,0,0.405,5165.0,0.4082520000000218,0,0,go_short,0.4041199999999891,0.4042857142857078,go_short,go_short,go_short,0.03498719,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
367,0.4045,0.4047,0.4069101265133329,0.4089820843932945,0.4003,1,0.4028,21223.0,0.4093680000000222,0,0,go_short,0.4058799999999893,0.406071428571422,go_short,go_short,go_short,0.03224,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
368,0.4033,0.4035,0.402642948270553,0.4039522831578934,0.399,1,0.3997,8965.0,0.4033240000000221,1,0,go_short,0.4023999999999891,0.4027857142857077,go_short,go_short,go_short,0.03179924,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
369,0.3993,0.4012,0.4018573853303613,0.404342751740601,0.3958,1,0.396,25978.0,0.4068560000000223,1,0,go_short,0.3995799999999893,0.4002857142857077,go_short,go_short,go_short,0.384564,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
370,0.3759,0.3767,0.3804751792069697,0.3889338276573037,0.3751,0,0.3762,17012.0,0.3923360000000223,0,0,go_short,0.3757199999999893,0.3741999999999934,go_short,go_short,go_short,0.02971026,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
371,0.3753,0.3755,0.3777811884234818,0.3795992324772535,0.373,1,0.3755,17909.0,0.3788720000000227,0,0,go_short,0.3765999999999893,0.3776857142857076,go_short,go_short,go_short,0.030998,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
372,0.3739,0.3759,0.3723709871161556,0.3740831424586207,0.373,0,0.3746,44955.0,0.3741040000000224,0,0,go_short,0.3718399999999894,0.3715285714285648,go_short,go_short,go_short,0.03495717,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
373,0.3722,0.3722,0.3717428826811737,0.3725123454433222,0.3699,1,0.37,4815.0,0.3719600000000223,0,0,go_short,0.3712199999999893,0.3711714285714218,go_short,go_short,go_short,0.03327928,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
374,0.3733,0.3733,0.3735396809841583,0.3749267108880991,0.3613,1,0.3683,378719.0,0.3746800000000226,0,0,go_short,0.3737599999999898,0.3737571428571363,go_short,go_short,go_short,0.02998343,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
