,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
0,0.02262,0.02262,0.0227614891778877,0.0228475042712627,0.02261,1,0.02261,63.0,0.0228636,1,0,0.0227139999999996,0.022707142857143,-0.250288,second_buy,go_long,do_nothing,do_nothing,do_nothing,go_short,go_short,force_exit,go_short
1,363.61,369.3,357.97732477211736,351.0674530100325,360.23,0,368.75,104116.0,354.87440000000134,0,0,359.2000000000004,358.76428571428426,-1.57426925,first_buy,do_nothing,do_nothing,go_long,go_long,go_short,go_short,force_exit,go_long
2,6.87,6.985,7.163733247269931,7.2801649209902175,6.726,1,6.984,26229.0,7.313439999999946,0,0,7.041400000000067,7.130857142857255,-0.52074307,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
3,0.027756,0.027847,0.027864898522729,0.0277884985331081,0.027756,1,0.027818,2141.0,0.0278846400000001,1,0,0.0278579999999999,0.0278575714285714,-1.73107163,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,force_exit,go_long
4,0.02914,0.02917,0.0296771548897553,0.0310119355345418,0.02355,1,0.02589,1148607.0,0.0314292000000001,0,0,0.0286300000000001,0.029092857142857,3.11105883,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
5,0.03614,0.03614,0.0331770680600864,0.0317068469471306,0.03501,1,0.03553,335877.0,0.031126,1,0,0.0348400000000001,0.0339414285714285,3.13391419,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
6,0.02642,0.02646,0.0263808507140232,0.0264728010716667,0.02634,0,0.02634,2841.0,0.0264712000000001,0,0,0.026382,0.0263485714285714,3.40819276,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
7,197.95,198.29,197.6807187955812,198.2348553508688,197.94,0,197.98,1896.0,198.0780000000015,0,0,197.7680000000008,197.5342857142849,2.64128713,first_buy,do_nothing,do_nothing,go_long,go_long,go_short,go_short,long-exit-profit,go_long
8,103.0,103.17,102.7601513646016,102.44108558613004,102.56,1,102.56,8985.0,102.55400000000104,1,0,102.67000000000009,102.79857142857138,3.01187158,first_buy,do_nothing,do_nothing,go_long,go_long,go_short,go_short,long-exit-profit,go_long
9,6.95,6.96,6.767051700954251,6.689592980062147,6.834,0,6.898,18850.0,6.662599999999972,1,0,6.834600000000068,6.794714285714416,2.23852849,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
10,5.14,5.143,5.135306618733381,5.131888279983722,5.14,1,5.142,462.0,5.128959999999957,0,0,5.137600000000075,5.139857142857252,1.75380473,first_buy,do_nothing,do_nothing,go_long,go_long,do_nothing,do_nothing,long-exit-profit,go_long
11,265.19,269.8,259.8227269634191,256.5218391787888,265.11,0,269.71,64783.0,255.4128000000016,0,0,261.73600000000016,259.50714285714173,2.75106534,first_buy,do_nothing,do_nothing,go_long,go_long,go_short,go_short,long-exit-profit,go_long
